,Feature (Non-subtweet),Log Probability (Non-subtweet),Feature (Subtweet),Log Probability (Subtweet)
9384,", deal homeless",-12.969525092978847,r & b,-12.57772589349166
9385,", dear followers",-12.969525092978847,& b,-12.57772589349166
9386,", death",-12.969525092978847,want twitter,-12.57773705109621
9387,", death .",-12.969525092978847,wonder fool,-12.577773770654742
9388,", debating",-12.969525092978847,times wonder fool,-12.577773770654742
9389,", debating content",-12.969525092978847,times wonder,-12.577773770654742
9390,", decent",-12.969525092978847,holy fuck,-12.577793712396785
9391,", decent ,",-12.969525092978847,ticket,-12.57780072805426
9392,", decided",-12.969525092978847,it's annoying people,-12.577812566161748
9393,", decided run",-12.969525092978847,says i'm,-12.57785643109558
9394,", decided start",-12.969525092978847,hate ayyreyy,-12.57787498399166
9395,", deciding like",-12.969525092978847,fucking hate ayyreyy,-12.57787498399166
9396,", decisions",-12.969525092978847,ayyreyy,-12.57787498399166
9397,", decisions 😊",-12.969525092978847,kinds people,-12.577933980647211
9398,", declaring",-12.969525092978847,arm,-12.577988353511666
9399,", declaring emergency",-12.969525092978847,it's cold,-12.577994715243065
9400,", dedicate",-12.969525092978847,w hates wtf,-12.578023684412408
9401,", dedicate 365",-12.969525092978847,w hates,-12.578023684412408
9402,", deep",-12.969525092978847,hates wtf,-12.578023684412408
9403,", deep ,",-12.969525092978847,expand,-12.578024365117805
9404,", deepest",-12.969525092978847,here's thought,-12.578028120352291
9405,", deepest sympathies",-12.969525092978847,estimating,-12.578076111055612
9406,", deeply",-12.969525092978847,i'm trash,-12.578081744962306
9407,", deeply disturbing",-12.969525092978847,tsk,-12.57813709562191
9408,", defends trump",-12.969525092978847,squad lately,-12.57815126805324
9409,", defenseless",-12.969525092978847,hate squad lately,-12.57815126805324
9410,", defenseless ones",-12.969525092978847,"players ,",-12.578179592767633
9411,", defensive",-12.969525092978847,today ...,-12.578202212968822
9412,", defensive ace",-12.969525092978847,mutually,-12.578266575627188
9413,", defensively",-12.969525092978847,lest,-12.578267657322465
9414,", defensively alert",-12.969525092978847,decades,-12.578269404881889
9415,", delainie",-12.969525092978847,imitates,-12.578345750422546
9416,", delainie taken",-12.969525092978847,evidence .,-12.578390948591169
9417,", delete club",-12.969525092978847,pizza ?,-12.578405284102226
9418,", delhi",-12.969525092978847,swear tweets,-12.578420465332472
9419,", delhi &",-12.969525092978847,females swear tweets,-12.578420465332472
9420,", delicious",-12.969525092978847,females swear,-12.578420465332472
9421,", delicious ,",-12.969525092978847,know use,-12.578426957634552
9422,", delicious .",-12.969525092978847,ppl don't like,-12.578429232028963
9423,", delicious 🐌",-12.969525092978847,friends dog,-12.578446664227094
9424,", deliver",-12.969525092978847,acceptable friends dog,-12.578446664227094
9425,", deliver else's",-12.969525092978847,acceptable friends,-12.578446664227094
9426,", delivered",-12.969525092978847,. like .,-12.578485501321296
9427,", delivered .",-12.969525092978847,. trying,-12.578545515199048
9428,", delivers",-12.969525092978847,age 17,-12.578553271345996
9429,", delivers speeds",-12.969525092978847,24 hrs,-12.578557468671534
9430,", demands",-12.969525092978847,twitter drama,-12.578573236377403
9431,", demands teach",-12.969525092978847,. just saying,-12.57858562109194
9432,", democracy",-12.969525092978847,sanders,-12.578604565407788
9433,", democracy ,",-12.969525092978847,like *,-12.57861208296216
9434,", democrat's",-12.969525092978847,inane,-12.578616300935717
9435,", democrat's want",-12.969525092978847,toddler,-12.578623831985132
9436,", democrats ,",-12.969525092978847,cute just,-12.57864699095752
9437,", democrats created",-12.969525092978847,need gofundme away,-12.578682117469196
9438,", democrats simple",-12.969525092978847,need gofundme,-12.578682117469196
9439,", demonization",-12.969525092978847,gofundme away,-12.578682117469196
9440,", demonization silencing",-12.969525092978847,gives compliment :,-12.578687375183465
9441,", demons",-12.969525092978847,gives compliment,-12.578687375183465
9442,", demons just",-12.969525092978847,compliment :,-12.578687375183465
9443,", demonstration",-12.969525092978847,twitter group,-12.578712333768527
9444,", demonstration child",-12.969525092978847,. she's,-12.578717870023361
9445,", dems",-12.969525092978847,mistaken,-12.57885287856305
9446,", dems support",-12.969525092978847,skate :,-12.578864436991525
9447,", denial",-12.969525092978847,: skate :,-12.578864436991525
9448,", denial ,",-12.969525092978847,: skate,-12.578864436991525
9449,", denying",-12.969525092978847,big things,-12.578900408681108
9450,", denying &",-12.969525092978847,tell don't,-12.578908884214952
9451,", department",-12.969525092978847,person person,-12.578917080193094
9452,", department head",-12.969525092978847,"dems ,",-12.578926050742902
9453,", department says",-12.969525092978847,sport happens,-12.57893986345109
9454,", deplorable",-12.969525092978847,lol sport happens,-12.57893986345109
9455,", deplorable sentiment",-12.969525092978847,lol sport,-12.57893986345109
9456,", deputy",-12.969525092978847,sucks hahaha,-12.578961455532545
9457,", deputy chief",-12.969525092978847,fucking sucks hahaha,-12.578961455532545
9458,", desecrated",-12.969525092978847,fucking sucks,-12.578961455532545
9459,", desecrated values",-12.969525092978847,bfs,-12.578962517686024
9460,", deserve credit",-12.969525092978847,➌'s players rn,-12.579009964796208
9461,", design",-12.969525092978847,➌'s players,-12.579009964796208
9462,", design it's",-12.969525092978847,players rn,-12.579009964796208
9463,", desmos",-12.969525092978847,dickhead,-12.579019563679676
9464,", desmos ?",-12.969525092978847,today saw ;(,-12.579026850881272
9465,", despicable",-12.969525092978847,saw ;(,-12.579026850881272
9466,", despicable ,",-12.969525092978847,yall passive aggressive,-12.579032631235666
9467,", despite tough",-12.969525092978847,yall passive,-12.579032631235666
9468,", developed",-12.969525092978847,getting lost,-12.579037166798877
9469,", developed produced",-12.969525092978847,300,-12.579041323938947
9470,", developers",-12.969525092978847,. yes .,-12.57904809660021
9471,", developers ,",-12.969525092978847,abort,-12.579063879456475
9472,", development",-12.969525092978847,propose night stand,-12.57911313551557
9473,", development ,",-12.969525092978847,propose night,-12.57911313551557
9474,", dial",-12.969525092978847,""" hoe",-12.579127375837963
9475,", dial *",-12.969525092978847,➌'s .,-12.579166194792368
9476,", dick-swinging",-12.969525092978847,feelings hurt,-12.579186981766638
9477,", dick-swinging swagger-monkey",-12.969525092978847,i've felt represented,-12.579206582742277
9478,", dickless",-12.969525092978847,felt represented,-12.579206582742277
9479,", dickless cowards",-12.969525092978847,morning ? ?,-12.579224615729203
9480,", did (",-12.969525092978847,climate change,-12.579228131235718
9481,", did .",-12.969525092978847,", people .",-12.579284356200963
9482,", did arithmetic",-12.969525092978847,age .,-12.579299674079971
9483,", did bail",-12.969525092978847,seee ?,-12.579313579191782
9484,", did deworn",-12.969525092978847,seee,-12.579313579191782
9485,", did die",-12.969525092978847,good bad,-12.579322630075058
9486,", did old",-12.969525092978847,dunno,-12.579330185007743
9487,", did stop",-12.969525092978847,competition it's obvious,-12.579334944431471
9488,", did taken",-12.969525092978847,competition it's,-12.579334944431471
9489,", did teach",-12.969525092978847,trashy,-12.579345112390715
9490,", didn't .",-12.969525092978847,deserves,-12.579348036322495
9491,", didn't drive",-12.969525092978847,lose weight,-12.579348849637082
9492,", didn't hear",-12.969525092978847,thing don't know,-12.579355177487873
9493,", didn't jump",-12.969525092978847,used fit losing,-12.579360907016328
9494,", didn't walk",-12.969525092978847,used fit,-12.579360907016328
9495,", didn't win",-12.969525092978847,fit losing,-12.579360907016328
9496,", died yesterday",-12.969525092978847,cut .,-12.57936487191287
9497,", different life",-12.969525092978847,people probably,-12.579367090071537
9498,", dimension",-12.969525092978847,saying ...,-12.579387439413782
9499,", dimension ,",-12.969525092978847,girl pop,-12.579406624084287
9500,", dinner",-12.969525092978847,don't 😂 😂,-12.579444546095644
9501,", dinner ,",-12.969525092978847,don't 😂,-12.579444546095644
9502,", disagree",-12.969525092978847,got crushes,-12.579476015348192
9503,", disagrees",-12.969525092978847,fucking got crushes,-12.579476015348192
9504,", disagrees .",-12.969525092978847,fucking got,-12.579476015348192
9505,", disappeared",-12.969525092978847,worried ab,-12.579480712095908
9506,", disappeared ?",-12.969525092978847,"nice ,",-12.579494445953543
9507,", disappointed",-12.969525092978847,. just stop,-12.579513112549666
9508,", disappointed democrats",-12.969525092978847,remington broke .,-12.579524346118093
9509,", disappointed swab",-12.969525092978847,remington broke,-12.579524346118093
9510,", disconnect",-12.969525092978847,remington,-12.579524346118093
9511,", disconnect paying",-12.969525092978847,recap .,-12.579524346118093
9512,", discouraged",-12.969525092978847,daily recap .,-12.579524346118093
9513,", discouraged reporting",-12.969525092978847,daily recap,-12.579524346118093
9514,", discover",-12.969525092978847,"vore , balls",-12.579535743480832
9515,", discover crime",-12.969525092978847,", balls",-12.579535743480832
9516,", discovered",-12.969525092978847,saying wanna,-12.579624476401579
9517,", discovered 2nd",-12.969525092978847,helpful guide .,-12.579648620124525
9518,", discovered make",-12.969525092978847,helpful guide,-12.579648620124525
9519,", dishonest unfit",-12.969525092978847,guide .,-12.579648620124525
9520,", dislike don't",-12.969525092978847,just don't know,-12.579652683335347
9521,", distinguish",-12.969525092978847,doesn't change,-12.579666213776715
9522,", distinguish apart",-12.969525092978847,don't matter,-12.57970656078856
9523,", distracted",-12.969525092978847,hey listen,-12.579724239077713
9524,", distracted vocal",-12.969525092978847,don't answer,-12.579775187072906
9525,", diverse ,",-12.969525092978847,planet universe,-12.57978350569902
9526,", diverted",-12.969525092978847,best planet universe,-12.57978350569902
9527,", diverted cause",-12.969525092978847,best planet,-12.57978350569902
9528,", divide",-12.969525092978847,", little",-12.579790107963953
9529,", divide shared",-12.969525092978847,times everybody ignored,-12.579826262866083
9530,", dividing",-12.969525092978847,times everybody,-12.579826262866083
9531,", dividing people",-12.969525092978847,everybody ignored,-12.579826262866083
9532,", divine",-12.969525092978847,""" !",-12.579833682617235
9533,", divine intervantion",-12.969525092978847,mess .,-12.57987954969274
9534,", dk",-12.969525092978847,"think , .",-12.579891252125975
9535,", dk ,",-12.969525092978847,"that's think ,",-12.579891252125975
9536,", dm",-12.969525092978847,principles,-12.579918605828782
9537,", dm join",-12.969525092978847,doesnt deserve,-12.579934444268144
9538,", dms ,",-12.969525092978847,terrible avi,-12.579939245750623
9539,", doc",-12.969525092978847,account terrible avi,-12.579939245750623
9540,", doc .",-12.969525092978847,account terrible,-12.579939245750623
9541,", doctor",-12.969525092978847,discourse .,-12.579942303251544
9542,", doctor told",-12.969525092978847,sleep :,-12.579986056976008
9543,", does """,-12.969525092978847,positions,-12.579986896019062
9544,", does .",-12.969525092978847,yo 2018 pants,-12.580001014719082
9545,", does ?",-12.969525092978847,yo 2018,-12.580001014719082
9546,", does bring",-12.969525092978847,2018 pants,-12.580001014719082
9547,", does deserve",-12.969525092978847,gotta say,-12.580030770139041
9548,", does dropping",-12.969525092978847,y'all gamer niggas,-12.58003316164958
9549,", does feel",-12.969525092978847,y'all gamer,-12.58003316164958
9550,", does fn",-12.969525092978847,gamer niggas,-12.58003316164958
9551,", does header",-12.969525092978847,— games,-12.580079147327924
9552,", does hill",-12.969525092978847,metal — games,-12.580079147327924
9553,", does include",-12.969525092978847,metal —,-12.580079147327924
9554,", does know",-12.969525092978847,* stares,-12.580085421432198
9555,", does lighting",-12.969525092978847,who's taking,-12.58010175455309
9556,", does offended",-12.969525092978847,remember glimpse ?,-12.58010318005867
9557,", does record",-12.969525092978847,remember glimpse,-12.58010318005867
9558,", doesn't ?",-12.969525092978847,glimpse ?,-12.58010318005867
9559,", doesn't care",-12.969525092978847,glimpse,-12.58010318005867
9560,", doesn't confident",-12.969525092978847,", respect",-12.580110390715175
9561,", dogs",-12.969525092978847,allergies,-12.580113762519213
9562,", dogs high",-12.969525092978847,damn bitch,-12.580142617003874
9563,", doing ,",-12.969525092978847,fun dip,-12.580155630590044
9564,", doj",-12.969525092978847,checking .,-12.580178855249077
9565,", doj boston",-12.969525092978847,reunited feels good,-12.58019091851413
9566,", doj rules",-12.969525092978847,reunited feels,-12.58019091851413
9567,", domestic",-12.969525092978847,snaps row,-12.58020692351915
9568,", domestic terrorist",-12.969525092978847,just noticed,-12.58021085238311
9569,", don't alarmed",-12.969525092978847,niggas just reckless,-12.580227243166862
