,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
15,WThestral,@mishtheuniverse @katiejenmish @lenastiel Didn't he subtweet you only a few days ago? during the Kardashian-West spawns nomenclature case?,959183420147429378,mishtheuniverse,Misha followed raisins. I’m amused.,959178393114894336
16,exegonz_,@callmexchandler @christiansosa56 but I did and what we not gon do is subtweet...bitch,959180401355915267,callmexchandler,Exena did not have to do my mans like that on the TL,959178206208233472
17,anniemazzy,@tamacoochie this is a subtweet about me,959180309668413440,tamacoochie,I would never have sex with someone who listens to Twenty One Pilots,959133407354675200
18,Calxiyn,@highlllie Lmao at least @SlaylerJ if you’re going to subtweet her.,959179297293570049,highlllie,Seriously everyone needs to pull the stick out of their fucking asses. It's a fucking question that no one has ever answered for me.,959173497435115525
19,bojmurc,@djbabybrae Who is this subtweet towards,959173558445408256,djbabybrae,can yoU PLEASE STOP SUBTWEETING YOUR EGIRL ON THE TL IM FUMinG thanks,959172909011996672
20,urgluschdig,@RhinehardoP @durschtig @weltraumschneck @urgl subtweet,959169154166206464,weltraumschneck,Fav dies und ich ordne dir einen Fußballverein zu!,959089949982232577
21,inadequateteen,@sensitivevoid is this subtweet at ur best friend,959167888501309440,sensitivevoid,I feel sad for good girls who date aint shit dudes out of habit. Know your worth,959166591924453376
22,Richard_Branch,@kyleinmke @akschaaf I feel like this is a subtweet,959165415271337984,kyleinmke,Born and Raised was such a good album,959131187913678848
23,RKJ65,"@marcorubio OK, this is clearly a subtweet to Trump. But it does no good. Bible verses are not action. What the fuc… https://t.co/9IAtLjD1n5",959162463597072384,marcorubio,Better is a poor but wise youth than an old but foolish king who no longer knows caution. Ecclesiastes 4:13,959054312017145857
24,MargaretMary46,"@FarmerGarcia33 Biggest subtweet of the year.... ""to the kid"" bro we all know ...",959161478116007936,FarmerGarcia33,"To the kid in my psych class who used his essential oils as cologne. 

Why?",958835032776433664
25,KelsoBeLeaguin,@brianna_bloom confused why you think it's appropriate to subtweet rlly rude and nasty things about people?? It was… https://t.co/M0uFQ16fSH,959155551304343553,brianna_bloom,U have nothing to be “jealous” of. Ur lucky compared to a lot of people but ur too selfish to see that 😂 ur always gonna have a nasty heart,959026334491205632
26,MoonlightUmbry,"@AbbottAbsol Just gonna subtweet me out here, huh",959154756563456004,AbbottAbsol,"Is there a sexier pitfall of confidence than when a micro asks “What do you think I am, a bug?” and the macro just nonchalantly says “Yeah”?",959101493734453248
27,asianbigpapa,@ZoeRF0424 is this a subtweet,959148770096279552,ZoeRF0424,People with purpose and goals have no time for drama. They invest their energy in things that will add value to their life and others.,959057147974901761
28,RxbbAnthony,@HideandSeekZoo Really zoo getting at me thru a subtweet lmao jp,959147358716964865,HideandSeekZoo,"if yo boy is remaking the same song over and over again, shooting the same video over and over please let him know.",959104590032527360
29,thomcrowley,@timmymac eating pudding and watching members of the Greatest Generation subtweet millennials SQUISH SQUISH,959147011864956929,timmymac,"Eating organic snacks and watching millennials call each other ""mediocre"" on the internet.  CRUNCH CRUNCH CRUNCH",959145537437077506
30,mwpetty007,@NathanWurtzel @allahpundit not so subtle subtweet,959143833580785664,allahpundit,"Besides Hope Hicks, are there any non-family holdovers from the Trump Organization serving in the WH right now?",959131412040384512
31,jenamricher,@frankiegreek was it a subtweet?,959139935176593409,frankiegreek,Getting what you want is weird,958921806924038144
32,LueYee,"@acmills237 Cool subtweet. Who are you subtweeting, though?",959138016890642432,acmills237,amazing how many people think Christianity goes beyond what you think about justification. 🙄,959132793191182336
33,Lyricysm,@realDonaldTrump Nigga did you just subtweet Hov,959134358996160512,realDonaldTrump,"Somebody please inform Jay-Z that because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!",957603800579297280
34,vanhaverenm,@eric_nehm Gery #subtweet,959132852897177600,eric_nehm,Quick note: You can't sign a guy who was bought out in the same year you traded him away.,959132647183343616
35,Ouren,@bonaneh dont u dare subtweet me!!!1,959131885929713664,bonaneh,When you do 5 drawings for a commission which may be for nothing bc you were briefed wrong :'^),959131602948247552
36,TheAgroAlba,"@ThatAwfulLizard Whoa, @TojoTheThief subtweet. Brutal.",959125017970683904,ThatAwfulLizard,"What is it with the very worst white people and frogs? That, and anime.",959121507518701569
37,ryneayoung,@tucksmitty okay you don’t have to subtweet me,959123462446084097,tucksmitty,"Tell me why I just had someone from 2017 slide into my DMs. Nah fam, I left you in the past.",958805638775296000
38,misanthrope241,"@gondajustice Listen dude if you don't wanna hangout anymore I get it, but don't subtweet about it",959121605027799040,gondajustice,That was about the most horrendous dream I've had to endure.,959039486171611136
39,BroeBiden,@robbycollins37 Why you gotta subtweet me like that,959120294207246337,robbycollins37,My old thing I put that shit in the dirt,958846513400156160
40,TagetesLucidas,@NaokoYamadaVEVO Is this a subtweet,959118141451395073,NaokoYamadaVEVO,Galbraith the brain dead gamergater lmfao,959115413366898689
41,auntaminal,@marcorubio So are you just gonna subtweet or actually stand up to him? 🤔,959114674003496961,marcorubio,Better is a poor but wise youth than an old but foolish king who no longer knows caution. Ecclesiastes 4:13,959054312017145857
42,tayjonesy_,@bigwilliesstyle I’m starting to think this was a subtweet,959111845360496640,bigwilliesstyle,You can really tell if someone is a douche or not by how they drink water from a water bottle,958924345748811777
43,MsPsychedelics,@tbxnks @SlipAJO I can’t this bitter in life to subtweet my ex and argue with them and telling information no one t… https://t.co/7eMKEvCppA,959107155302461442,SlipAJO,"She loved playing the victim all the time, never cared about my feelings. Thought she was the one, nah, bitches ain’t shit",959098539497410560
44,Dnellicious,@DarrylLee123 @snoringelbow @SmarkInfested @Lola_Bradbury You’re literally talking about her here (via subtweet bef… https://t.co/A6giNgQ8zr,959106166893760513,snoringelbow,"ATTN WRESTLING TWITTER
If someone gives negative criticism to a female wrestler it doesn't mean they hate women wrestling
Thank you",959096625510604801
45,JoeMCuevas,@TylerJBurch Is it arrogant to subtweet yourself?,959105977424363520,TylerJBurch,wait is it arrogant to retweet yourself?,959046545533435904
46,lightbIoom,"@blarraven RIGHT? LMAO she's kicked, so to retaliate she blocked all of us to subtweet behind our asses lol smh",959104182916493312,blarraven,yooo whats todays tea for ff14? im seeing some stuff on tl,959100552276824064
47,bellebabe14,@savannadef1 Or don’t subtweet people and spell things wrong 🤔,959096272459313153,savannadef1,Waiting for the day your no longer obsessing over me.,959072542400106496
48,bridgetconrad18,@DecheckJoey way to subtweet your brother,959095308520173569,DecheckJoey,"Everyone already hates us, so insted of trying to make it better you make even worse",959040569015234561
49,CatieWells24,@lianaa_mariee Don’t subtweet mans like that is not his fault he dumb as hell,959094886984282112,lianaa_mariee,"Dudes so dumb they go back to the same bitch who fucked you over and ""broke your heart""",958940942064472064
50,afternoondelete,@olquartertank is this a subtweet,959091525144727553,olquartertank,what do you think you hear for an eternity in hell,959085900780228608
51,Abdvlhadi11,"@idirisduran Alright big man, no need to subtweet me",959088856145547264,idirisduran,Its 2018 and mandem still shoot their shots on cc childish,958888507216416768
52,lilythedivine,@AndrewTL33 subtweet 🤔?,959086618593366016,AndrewTL33,Found out people don't like talking to you about your opinions? Newsflash! It may be because you are an asshole to those that disagree.,958774683305996289
53,SummmerHalll,@Twillie23 Is this a subtweet about @MaxDorenfeld,959083047776735232,Twillie23,I don’t understand people that piss off the person who is driving them. Your life is literally in their hands,958949104230449154
54,matthewPOZO,@brochichi Did you mean to subtweet Layne here??,959081448069320706,brochichi,Shout out to everyone brave enough to complain on any form of social media,958759993653825536
55,peelmynana,@pikulinos subtweet of the year,959072056125116416,pikulinos,nechcem byt neslusny ale ta baba je prefetovana piča,959021844815851520
56,SYNTAXERR0R_,@ChechoraAmer Ty for subtweet 😂,959070398133473280,ChechoraAmer,ye khatoon bs ek tweet krte hain or phr inka kch ata pata nhi,959064659360919552
57,NeverRiko,@Alcto3 Wtf dont subtweet me,959068938662428672,Alcto3,Quit saying you wanna die and just fucki lng do it you stupid beta bitch,958862771134676992
58,shuckeye,@aabimorgaan is this a subtweet tho,959068256832176128,aabimorgaan,can you believe that sexual offenders are walking around without ever being reprimanded? fucked up isnt it,958831867561631744
59,jamesmcneill62,@The_Tim_Sylvia Don’t subtweet @daniel_capps like that,959048143785652230,The_Tim_Sylvia,"Sir, it’s 7:45 a.m. and this is a Dunkin Donuts. There’s no reason for you to have a dip in, the cancer hasn’t even woken up yet.",959045948872773632
60,ClueHeywood,@ellorysmith ugh don’t subtweet me ellory,959045093427576832,ellorysmith,In between being incredibly upset about my dad’s terminal cancer diagnosis I read some very fantastic tweets,959041392168366081
61,calculush,@bunnysay_ebooks is this a subtweet,959028975325466624,bunnysay_ebooks,"｜￣￣￣￣￣￣￣￣￣￣｜
｜　ｓｕｂｔｅｘｔｓ　｜
｜＿＿＿＿＿＿＿＿＿＿｜
(\_❀) ||
(•ㅅ•) ||
/ 　 づ",959028308263493632
62,INDVSTRAN,@Sammxel oh this wasn't a subtweet 😂😆,958988886553907201,Sammxel,tantric sex under this moon would make  this ritual 1000x more potent but I digress,958897753945526272
63,Ant_Cirillo,@alaynedeeezy Are you subtweeting my subtweet?,958980348548857856,alaynedeeezy,I hate to be that bitch but... Positive vibes only,958979847665020928
64,FinalAntiFaXIV,@Foldpls Don't subtweet me https://t.co/Xgm4BOuTaA,958973525544579078,Foldpls,"au ra in virgin killer sweater with no pants on
just saying",958857536249229313
65,kwajoe,"@lunarmuva كول 
wem subtweet n some1",958966553986392064,lunarmuva,I think y’all be pretending on here,958965930972844032
66,RobotEmbryo,"@reemvil The world wasnt ready anyway. 😔

Also, was that a subtweet?",958963093224083456,reemvil,Chocolate covered strawberreems doesn’t fit smh,958962337330819073
67,jadontn,@RodgersM12 bro I revive you before getting the loot and sacrifice myself in fortnite for you and now u tryna subtweet me smh,958960804232970241,RodgersM12,Karma comes right back around and you’ll get whatchu did to me,958957189707673602
68,holly_lolly7,"@NattieAllen Why subtweet her? Go get that friend, boo",958957954845331456,NattieAllen,To the girl eating ramen noodles in class.. what's up you're crazy wanna be friends,958734639912357888
69,DIVESHPATEL_,@Gurmera3 @jsharmaaaa dont subtweet about me ok #BellLetsTalk,958956795262676993,Gurmera3,Because sometimes one person is all it takes #BellLetsTaIk,958937262204403713
70,theracecarr,@j_cherrypie this is a criminal subtweet,958943235056922624,j_cherrypie,everyone always complains that chip bags are only half full without realizing that extra space is CRUCIAL to protecting the chips,958878010303655936
71,MQPatel,@raeesa_sader Is this subtweet aimed at someone 🙄😂,958941924957802496,raeesa_sader,I feel like I’m the most organized bride ever. #weddings,958835143048916994
72,jjpetti,@Taco_Flakaflame I feel like this is a subtweet @ me,958940498483384321,Taco_Flakaflame,If you rt for good luck you need a job or life or both,958906102124568576
73,THEFATMAN1224,@_KatyyPerry Geez subtweet me harder...😭😭😭😭,958939424913424384,_KatyyPerry,I want to tell you how bitter and upset with you i am still but i gotta stop wasting energy on people that don’t deserve it,958935859423715328
74,FailingYouthPtr,@YaelSpeaks #subtweet and I'm truly sorry about my Fiber One issue.,958935535984275456,YaelSpeaks,I’m sorry that the only exciting thing you have to tweet about is your farts.,958933582780780544
75,saltylariza,@_jennayyy_ Thanks for the subtweet; I feel appreciated 😢❣️,958934303177502721,_jennayyy_,I Have The Most Stupid Friends Ever😂😂😂,958931282452295681
76,PhathuMakwarela,@aNameToCarry Lol i feel the subtweet,958933367415803904,aNameToCarry,"E45 is South Africa's version of ""I use coconut oil""",958932892918386688
77,geobabee,@HeyThereJohana dont subtweet me,958927034473840640,HeyThereJohana,thought you unfollowed me ? 😂,958925284920602625
78,CodyBraxMusic,@katieee1196 I feel so PERSONALLY ATTACKED by this subtweet,958926958649335809,katieee1196,Why have I seen three people post pineapple pizza on Snapchat today? Keep that nasty stuff away from me😂😂,958901025062178816
79,annashaii,@ccsmith17 is this a subtweet,958924447091630080,ccsmith17,what’s ur go to,958918247331479552
80,Dayna_Lashin,@i_Porter6 Is this a subtweet @ me ????,958922034997800960,i_Porter6,"Two kinds of people in this world: people who love Harry Styles' solo album, and liars.",958811667143495680
81,cortezcorina710,@_makattackk If this isn’t a subtweet/hint for colby then hmu and I’ll go with!! 😂,958921379662856192,_makattackk,The weather for next weekend is going to be so nice and a day at the coast is necessary,958919573004197888
82,Skandace19,@KingCason22 Im getting back off since I was greeted with a subtweet  lmfaooo✌🏾,958921039752306688,KingCason22,I hate when people tell me I need to smile more,958573740589223937
83,jay__yeezy,@jenellelee_ U didn’t have to subtweet me :\ https://t.co/iF4rc3luys,958919207382499328,jenellelee_,i’ll never understand how guys dm a random girl on ig and then get mad when she doesn’t accept the message request and reply,958916727844126720
84,_morganphillips,@StoneSeb1 Where’s my subtweet,958913531080044545,StoneSeb1,"If I like you, imma make it known. Aint no fucking around, beating around the bush this year 🙅🏽‍♂️🙅🏽‍♂️🙅🏽‍♂️",958551274944974848
85,lolzeth,@azbrodsky subtweet,958912419262218240,azbrodsky,I jokingly texted a friend asking where I can take a nap in San Francisco and he sent me an app to book a nap in San Francisco,958855584207417344
86,n8thegr897,"@thetrainer20 Did you just subtweet yourself, A 😂",958910034964090880,thetrainer20,i get so heated over nothing. like damn b take a nap or something,958877612130041857
87,SendTummy,@InScumWeTrust can't believe you'd subtweet me like this 😤,958909941334532096,InScumWeTrust,Imagine complaining of being so miserable and horribly sad but not putting in some effort to help yourself,958907310109347840
88,KnotAStripper,@cakickboxher Don't subtweet me like that,958909656965017605,cakickboxher,Damn girl your beaver is so sad and pathetic “In The Arms of An Angel” plays whenever you send a nude.,958904429343735810
89,makotrig,"@sapphfoes IM SORRY ik this is a subtweet @ me but. i don't like, it,,,,,,,",958908745559564289,sapphfoes,"when people talk about jaceaddax lately i literally physically have to stop myself from being like hey,, jamil, shes here in this scene too,",958908494807121920
90,vibrantmara,@tommyxblake is this a subtweet at me... are you telling me to move to australia,958907070631198720,tommyxblake,I wish I had a best friend that lived across the street from me or something that would be amazing,958894408895643648
91,matttucker06,@TomFornelli Nice subtweet. Need a glass of vino with that? Sheeeeeesh!,958906825117757440,TomFornelli,Good lord some of the things local Chicago media applaud certain local teams doing blows my damn mind. #Subtweet,958906600642830336
92,rachelsmit_h7,@AMButler18 Why you gotta subtweet me like that I was just expressing love for my fAvORite frOsH,958902911114858497,AMButler18,i just got called a frosh and did not enjoy it i apologize to all the frosh i called a frosh,958706507813720065
93,asensualcow,@snitztopia marc you didn’t have to subtweet me :/,958902466464141312,snitztopia,Peak 2018 gay is a guy next to me at the nonprofit benefit show messaging on grindr w/ a custom ‘Melodrama’ album art keyboard,958892824161865729
94,ashley_ehman,@theblackgaryoak Not sure if responding to my tweet with a subtweet or if I'm just trying to make connections that… https://t.co/e4gQTcH4A7,958893205168287745,theblackgaryoak,What if there’s no competition 😅😅😅,958874816198701058
95,Boounds,@Risky631 This a subtweet to Steve?,958892034454155264,Risky631,How to people get nervous on lan ? idgi,958889748160008194
96,akrapf96,@NoahSegalGould Doesn't it only find tweets that say the word subtweet,958889382299230215,NoahSegalGould,my s*btweet tracker is running again so tread lightly y'all,958889073187401729
97,akrapf96,@NoahSegalGould This is a subtweet,958889168481943554,NoahSegalGould,my s*btweet tracker is running again so tread lightly y'all,958889073187401729
98,laurenrfranco,@misterbocardo Isn’t this a subtweet?,958888972096286720,misterbocardo,people that sub tweet are annoying lmfao thought we left that in 2017,958879941696851975
99,A_Pal_,@mwillz_ U waiting til I leave the country to subtweet me huh,958887270483972096,mwillz_,i got a couple school niggas i gotta act like i like,958886075845537792
100,landoncory_,@annaclairestric Your subtweet game is weak,958884480583946240,annaclairestric,he goes through girls like i go through tampons on my period -wise words of kenzie el,958883635372969984
101,lindsey_reeds,"@crystallyxx Im really getting sick of ur shit, out here calling me childish but still continues to subtweet me and… https://t.co/Wb4HECrygY",958883938860224524,crystallyxx,Because at least I have my priorities straight.,958876847084855297
102,Pecman_Legweak,@sarah___nade What a subtweet,958878835885428736,sarah___nade,I feel like Angelas and Sarahs are just not compatible.,958863933145862144
103,svtjy,@pepicoIa they always subtweet too,958876611436335104,pepicoIa,HONESTLY a lot of ahgases are so judgmental if u post something other than got7 like one time,958876239883853824
104,JarJarAbramz,@GSWilleyThe13th That was literally the skirt I was wearing when we went to see the shape of water is this a subtweet,958867675265953792,GSWilleyThe13th,the most 2017 thing i can think of is big green tropical leaves on top of a bright salmon pink background,958838670148059137
105,JamesHitchcock,@SaysSimonson subtweet harder joe,958864902176825344,SaysSimonson,too many people in my instagram and snapchat stories confuse obscure jam bands and talentless brooklyn folk artists for good music,958759789122682880
106,bbrenn__,@realDonaldTrump If ur gonna subtweet @ them you lil bitch,958860058397429761,realDonaldTrump,"Somebody please inform Jay-Z that because of my policies, Black Unemployment has just been reported to be at the LOWEST RATE EVER RECORDED!",957603800579297280
107,beccabeccabecc9,@cryingcool @KPandaBandit Yes this was a subtweet about you,958858202287755264,KPandaBandit,can u slide into someone's DMs to ask them what podcasts they listen to? some of u seem rly cool and probably listen to good ones!!!!!,958815186529513472
108,JakesSteaks1434,"@ddlovato I’ll be your Valentine Demi, you don’t have to subtweet me",958857355818651648,ddlovato,Do people still have Valentines?,958844274677727232
109,GilletteUganda,@SEGABot32k gillette subtweet,958857188633726978,SEGABot32k,UwU ;3 ^~^,958855893537447936
110,achievamarie,@koshertwink is this a subtweet @kapk3838,958854288184406016,koshertwink,Wow I didn't expect centrists complaining about me to be such an adrenaline rush,958851163780247552
111,gwenceratops,@RobMRosenberg How can you subtweet me otherwise?,958853157479731206,RobMRosenberg,I follow too many people.,958850116982661121
