,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
87,zinniahuerta,@AlexCoolBeanz Don't subtweet your girl like that 😫,948089648349188096,AlexCoolBeanz,If you put ketchup on your tamales I'm leaving you in 2017🙅🏽‍♂️🚶🏽,948058407168131072
88,flexanie,@patrickallendfs i hope this is a subtweet at me,948085401868046336,patrickallendfs,got all dressed up yday for nothin 😤,948041553775230976
89,booty4hewdie,@JamesTaint Thanks for the subtweet 😬,948084353740939264,JamesTaint,bro some people are so petty lmao,948031059308044288
90,Sweatermaniam,@pixelatedboat Way to subtweet. But for real Felix for a while was in a good stride and was actually funny. Oh and… https://t.co/trkY6KM8oS,948082331352518656,pixelatedboat,"Logan Paul is clearly a psychopath, but so is everyone else who recreationally watches YouTube videos",948077308702744576
91,elliott_heroux,@shutuphaleyy It’s not a subtweet if it has my name dummy,948082294807461888,shutuphaleyy,"lol when elliott shades me for never coming to boston, but I went twice in 2017 and he hasn't come to nj EVER, ok",948081460321374208
92,kylielephant,@NuTelsa Is this a subtweet cuz I definitely jus played music for like 7 hours straight lmao,948079940561448960,NuTelsa,Music is my all time favorite way to understand someone's heart,948049061327884288
93,IowaparkLogan,@BoydTristin Ahh man.. subtweet,948073366556160000,BoydTristin,"some guys get so booty hurt, y’all childish",948069248240443392
94,REDEarth911,@aparnapkin Is this a trump subtweet?,948072195816873984,aparnapkin,"if your apology repeatedly mentions how successful or important you are, PLEASE TRY AGAIN",948071523289624577
95,morganstavb324,@HndrixLamar just ask next time no need 2 subtweet :'),948065492920619008,HndrixLamar,cute date idea: beating up Logan Paul together,948064811811606528
96,notariba,"@TahiraRehman6 Man, you leave one of your messages on read and you subtweet me 🙄",948064122637357056,TahiraRehman6,"Leaving me on read, lol. Please behave yourself",948051784429395970
97,dolangoofs___,@GraysonDolan subtweet god,948063929518968833,GraysonDolan,You’re 22 there’s no excuse,948063064213073921
98,vibes_dolan,@GraysonDolan The subtweet tho,948063303540133888,GraysonDolan,You’re 22 there’s no excuse,948063064213073921
99,mrsdolangrayson,@GraysonDolan Fuck yeah subtweet his ass,948063228365385729,GraysonDolan,You’re 22 there’s no excuse,948063064213073921
100,ETHANMARAIAS,@GraysonDolan subtweet goals,948063191006896128,GraysonDolan,You’re 22 there’s no excuse,948063064213073921
101,MegMonk,@emmaloo322 Now this is DEFINITELY a subtweet,948063020202074112,emmaloo322,"new year’s res: create “tech free time” with social media also being my job, it sometimes consumes my entire life.",948062191655141376
102,R4JAH,@JordanS550 This a subtweet at me? Smh Jordan thought you were better than this,948058115450302465,JordanS550,“Friends” that actually wanna hang out with you? Can’t relate,948055104200101888
103,dangelotaylor,@ZayTooCold Just caught this subtweet...clown lol,948057917126856704,ZayTooCold,There’s a fake Sooners fan on my TL 👀,948003100790611969
104,britneyvibes,"@ethanxfenty @JohnnyHomie I was talking about the subtweet idgaf, idc what you find funny. Also, i just wanted to l… https://t.co/Hl6nkYJ5AT",948056745271812097,ethanxfenty,"I’m tired, it’s 4am and he’s camping in my mentions.",948047132291993600
105,bustrider,"@SweetNAwful ...tryin' not to take this as a subtweet after the ""hell is other mes"" conversation",948056246174736384,SweetNAwful,"ill kiss you back into hell, foul demon",948055627015712769
106,jazelgarrett,@Wh00p_Ric0 Don’t subtweet my nigga bro lol,948054662212739072,Wh00p_Ric0,Niggas gotta lay off the drugs man 😂,948054478955180032
107,BiggerCuntNic,@boiledsheep Bro u just got subtweet online @1jzRay,948053624101498880,boiledsheep,trans girl | tracer main | lv. 15 | need a daddy dom,948053331406151681
108,AScaredWhale,@Kristen_Arnett also if this is a subtweet im lolololololing,948053339249545216,Kristen_Arnett,every time someone tells me to look at the moon i want to stare so hard into the sun i blind myself,948050885321641984
109,CarFryar,"@montanacook312 Hahahah if you subtweet this, it’s prob about you",948050594144583680,montanacook312,Can’t turn a hoe into a housewife.,948045502683209730
110,RobertONeill31,@TeamSpeedKills don't subtweet me,948045024503119872,TeamSpeedKills,"Two things can be true.

#1: The SEC was down this year

#2: The top of the SEC was very good",948044967296999425
111,danofero14,@CjWilson850 Yeah I know you got peeps on staff there. That wasnt a subtweet at you lol,948044709213229057,CjWilson850,Just so we’re clear... I don’t cheer for Clemson because of “conference pride”,948044440781971457
112,P4Amk2,"@Aesthetic_Frog The power of the subtweet. 

My ""Meanwhile in Wisconsin at 11:08 pm"" tweet did that",948043193966358528,Aesthetic_Frog,every tweet I make with drybones in it gets double the likes of my actual tweets with effort,948041111188201472
113,BigmoranDruid,@pikacheIIe Second subtweet in a ROW,948042709071118336,pikacheIIe,UR BF HAS AN ANDROID AND HES UGLY NO ONE WANTS HIM STFU,948042606533111808
114,mockocelot,@Any_Elm_Idly Do not subtweet to me,948040998940131329,Any_Elm_Idly,"If your therapist didn't help much in 2017, consider instead joining activist organisations in 2018 instead.",948009188273164288
115,dmarknewman,@liv_a_little_kd This is like a Vanderbilt sports subtweet from hell,948040656311803904,liv_a_little_kd,I'd be an anchor but I'm scared you'd drown,948039941585620993
116,ItYaBoiDrew,"@itsyokatie @OxygenLessTweet (comeback with :clapping: emoji, followed up by a snarky subtweet with :heart: emoji)",948040286902431744,OxygenLessTweet,Subtweet about twitter encounter that provoked ones senses. OUTRAGE OUTRAGE.  Opinion filled with hatred towards opposition,948038655062564864
117,faviator,@scottiedaisy But did you get the joke? Also I cldnt find my subtweet!!!,948035276726611968,scottiedaisy,"*extremely Chris Harrison voice* let's meet...........

our Bachelorettes.....",948026962576101376
118,dairymanNZ,@Zoely This is a subtweet that spans oceans,948034586465918976,Zoely,Two narcissists posting about each other. Glitch in the matrix!,948033113984188416
119,_Cole_Phillips_,@celesticuh Dont subtweet me smh,948034112266399744,celesticuh,Starting the new year off right being single and a piece of shit! (:,948027235260403712
120,jacchamberlain,@JackBethmann Did you just subtweet your Mom,948030801400213505,JackBethmann,Parents discovering face filters are worse than children discovering face filters,948001037373313024
121,Sean_Maier,@aj_mada Actually your tweet was probably a subtweet at me wasnt it lol,948026536057364480,aj_mada,"Irrational sports fans are hilarious and the absolute worst. I used to be one of them, but then I grew up.",947943809584807936
122,anna_B3AST,@rfbail you don’t have to subtweet me!!!! You know i love ya girl😘💜,948024699262468096,rfbail,"about to board my flight to Paris, if anyone wants to talk to me or confess your love or anything now is your chance",948018521421647872
123,carder613,@tatemartin I tweeted about whether it was better than 06 and then you tweeted this...seems like some subtweet shade,948022314439868418,tatemartin,Not gonna have the discussion about whether that was better than the '06 Rose Bowl...not...having it.,948016240156729349
124,carder613,@tatemartin Wowww way to subtweet me,948021913640583169,tatemartin,Not gonna have the discussion about whether that was better than the '06 Rose Bowl...not...having it.,948016240156729349
125,_RyanIngram,@zachzundell All you do is subtweet and tweet what you see on the tv. Be better in 2018,948021049823723521,zachzundell,Don't even have to read to know it's ignorant 😂😂,948020823310393345
126,JoelKrass,@bornmiserable Reads like a Gothicaseas subtweet.,948020018289131520,bornmiserable,She’s got legs.  She’s got arms.  She’s got heads.  She’s got torsos.  She’s got a cold storage warehouse full of body parts.,948019570652037121
127,MENAGfCrusade,@tendertroubador is this a subtweet of the dm group,948018042184671232,tendertroubador,Uhh I'm seeing a lot of horny on this beautiful new monday,948016038536507392
128,devinmontrel,@_MorgW don’t subtweet me it’s 2018,948017288212631552,_MorgW,Ppl not loyal anymore its kinda sad,948017112190251008
129,dixieordie,@SilvestriSalena LMAO heck of a subtweet to the boy,948017024046858240,SilvestriSalena,I physically can't stop watching Say Yes to The Dress. The wedding fever is high these days.,947983654420209666
130,Laura_Grace_98,@lili_is_awesome You don’t have to subtweet me anymore 😂,948015696486780929,lili_is_awesome,Only bitter and jealous people will think it’s disrespectful,948015455121395712
131,QueenHaybo,@see_bolte u can't subtweet yourself like this,948015056914079744,see_bolte,"vegans: *want you to shut up about their diet*

also vegans: *won’t shut up about their diet*",948013767299817479
132,emilynkane,@Zachary_Isom *narcissistically hopes this is a subtweet at me*,948014443111251968,Zachary_Isom,Instagram really is the soothing tool that brings people’s lives from far away (and from more beautiful/serene places) right to your couch.,948010414247436288
133,thefakedana,@StoryTom way to subtweet your wife,948013113550372864,StoryTom,"an app where, when people start talking about the British monarchy, I can summon someone who can stand in for me while I do anything else",947977624915079169
134,walterrgouveia,@_kirstenortiz It’s 2018. We don’t subtweet anymore,948011426433572864,_kirstenortiz,YOURE SO CUTE BUT SO RETARDED,948010357179551744
135,WoooooTheReds,@bitterRedsfan Allaire can see your tweets again. So no need to subtweet him like this.,948007483724967936,bitterRedsfan,This game is better than sex!,948007130581340160
136,wteffs,@BananenBarry ich fick diesen subtweet,948005498841915398,BananenBarry,Die wirklich schwulen sind die die nie schwule tweets machen,947998596858896385
137,INukeYou,@rrquinta Is this a subtweet to me,948002548182585344,rrquinta,God some gamers are snobbish assholes,948002320217985024
138,_danielledgaf,@ArthurTbfh did u just subtweet me,947993708892434432,ArthurTbfh,ppl who laugh so hard at their own jokes that they cant even finish the joke because theyre laughing so hard r my favorite kind of people,932247719086837761
139,SleepyEyesGFX,@OddWheatFarmer is this a subtweet?,947991259670605826,OddWheatFarmer,Cant think of a main or a tag help,947991154104168448
140,PatrickDearden,@lolipsycho Nice subtweet me!😳😱👍,947988322433060864,lolipsycho,Please stop I only love Patrick.,947984484061851648
141,Eulonaut,@storschi subtweet,947988143206223872,storschi,verewig dich mal lieber in meinem herzen,947988095663734784
142,moonlighttwords,@MoeAdamsTV I wonder who you subtweet about...,947987006625378305,MoeAdamsTV,"Sweetheart, you can’t expect a man to treat you like a princess when you’re treating him half-assed.",947978127694880768
143,ahlexaa,@dravidr Why you starting the year with a subtweet 😂 let people liveeee,947982547916591104,dravidr,All this guy does is pose with bottles and post pics 😂 lmao,947962432944857088
144,PS_shift1,@Pazx13 subtweet them but in a nice subtweet,947982440403841025,Pazx13,ok google what's the appropriate etiquette when someone cool follows you back on twitter,947980953523142656
