,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
0,Way_too_lazy,@IlluminatifyRBX @SirDeviloper The only tweet he didn't subtweet me in was when he taunted me cause he almost had t… https://t.co/awIH2iWIPa,946336513117257728,IlluminatifyRBX,"i have to be honest im glad fireable was suspended, he deserved it",946328768359972864
1,DexterAlmighty9,@Biltawulf Is this a subtweet?,946333445998997507,Biltawulf,"If you’re tweeting details of your Twitter family then it’s time to put your phone down, go outside and speak to adult humans.",946317847558533121
2,VannaMaKayla,@lifewithkady 🙄🙄 don’t have to subtweet when our elbows are literally touching,946328159426875392,lifewithkady,"Don’t mind Savannah, y’all 😂",946327651685470208
3,bubsby,@Moomishii y u gotta subtweet @NasuFriend like that,946323669978046464,Moomishii,"twitter trap: (picture of a cat rolling on the floor and eating spaghetti)

also twitter trap: i want a boyfriend that tears out my eyes",946225427026268161
4,JessSchmes,@jtbaxa YES YOU DO AND MORE. FUCK DA HOE. #subtweet #iknowyouseethisbitch #comeatme,946319036794650624,jtbaxa,I honestly deserve the best.,946261637920522240
5,shokohoshi,@gaymerprincess Why do u have to subtweet me like this,946313325155008512,gaymerprincess,"me: am goin to bed
also me: *still browsing twitter like 10 mins after saying they were going to bed*",946313038700863488
6,pigeonkin,@fwuffydrago @kagemikas did u not see my fuckin subtweet my man and no its Tradition now,946312513217589248,kagemikas,can someone convince me to keep this avi until new year's thank you,946311681826750464
7,archivequality,@gusssssssssy @gcbsmith Don’t subtweet me,946312385773518849,gusssssssssy,Oh god... Just caught my self using the the term shandie mixer instead of lemonade 😓,946233680405577729
8,elaffhoumsse,@HelloWorldItsRo issa subtweet,946311440440360960,HelloWorldItsRo,Having someone so real come into your life makes you see how fake everyone else is around you,946167296992702464
9,Aeonlesss,@annaquinones I literally just told you “don’t subtweet me “lmfao,946302221594980352,annaquinones,Its going to be so hard trusting someone again,946266540722098176
10,ethwwn,@jroopss Shut the fuck up nice subtweet,946292710939549696,jroopss,Half the people that listen to D rose by lil pump do not even know who d rose is.,946292635878154240
11,BMConservative,@iatemykitten Take a biology class before you subtweet somebody,946289445505990656,iatemykitten,"People love talking about stuff they know nothing about, it’s quite hilarious",946285912475951104
12,FBITrap,@gaiemen_Raycost Nice subtweet,946288212787515398,gaiemen_Raycost,"2017: poast tummy

2018: poast veins",946287299150495744
13,cold_playing,@issaadsad True af. Is that a subtweet for anyone?,946286331814203392,issaadsad,"when you start treating people how they always treated you , they say its unfair lol",946285274606309376
14,miacantdraw,@victoryrhoad Can you not subtweet me????? Thanks,946282501139517440,victoryrhoad,Decaf coffee is an unethical practice,946280896902123520
15,Armontisan,@amaotk Don’t subtweet me nigga😂,946280295782809601,amaotk,If someone don’t tell Aaron to stfu,946278933028392960
16,OGSAFI,@d0n__timoteo lmfao nigga dont subtweet me 😂😂,946278497747718144,d0n__timoteo,i hate when ppl DM me memes that i retweeted 🙃🙃🙃🙃,946277824708726784
17,Tacky_Nerd,@KhocolateKhaos I hate when you subtweet and never spill the tea in the DMs,946275514343395328,KhocolateKhaos,Little dicks shaming little dicks. Interesting.,946274937718956032
18,IanH_818,@HenriqueIsDaddy Is this a subtweet,946272046232649728,HenriqueIsDaddy,its really amazing how many dudes i know who get trapped by the first girl who give them attention at college,946271737146150912
19,4_the_culture_,@YungJayy_ Was that a subtweet?,946271846051168256,YungJayy_,What are we talking about right now lmaooooooooo,946270533489963008
20,duancrys,@CarlieProcell are you subtweet ;),946268805700886530,CarlieProcell,one of the most underrated perks of being on break is everyone putting their pets on their snap stories 😻,946016535730180096
21,pincheaudorable,"@PartyyParr Oh no I didn’t take it as a subtweet, I was just making a joke 😂
This is what happens when I don’t use emojis lmfaoooo",946261113410334721,PartyyParr,Don’t marry someone who hates taking pictures with you. It aucks.,946182998252285953
22,SkellyBoner,@BebChirps nice ted cruz subtweet,946252574792957952,BebChirps,Retweet if you're the zodiac killer,946252442718691329
23,ben_eeeee,@dauofbaconator My first subtweet!!!!!!,946250876250976257,dauofbaconator,When someone eats only the cheese of cheese and crackers and you get to eat all the crackers :D,946250776980094977
24,katie_wadee,@meknairr did u just subtweet me,946242032158289920,meknairr,why does katie steal everything i say,946240730640547842
25,oKingdomz,"@TyTyisFlyy why subtweet, we all know who it is",946241693216591872,TyTyisFlyy,People trying to throw dirt on my name LMAO,946240680564744192
26,fransplaining,@surlytart If I see a subtweet out there about my chili recipe I’m gonna be pissed,946238554920902657,surlytart,When are the fuckbois gonna realize that the women of Twitter talk to each other?,946214638538117120
27,fuckitpotato,@yellowisnotugly U subtweet other people now?,946238500793470976,yellowisnotugly,Haha so u can’t text me back but u can reply to the girls on Twitter u thirst followed haha boys are weird,946187900680581120
28,speechchic101,@SpeechTeach72 This is an awesome subtweet.,946235913318879232,SpeechTeach72,Ponders posting a cleavage shot...maybe I'd get some more followers...,946210715190169600
29,jurassicporkk,@DiscreetLatino @adamjmoussa I was stalking you to find a tweet and saw this subtweet DEIBI,946231980563320832,DiscreetLatino,"rainbow road sucks but at least it's not, like, heterosexual pride road",945832926482173953
30,jasminabae,@SarunaStreams @chadplaysgames wow.. did u subtweet me chad,946225644949725185,chadplaysgames,Find you a girl that sings Lil Wayne songs,941160141679816704
31,michigan_dad,@TheBestYeti with how much u subtweet about me u would think u were getting paid for this u dweeb,946224970711158784,TheBestYeti,The nerve of some people to respond to a Snapchat message days later and expect me to remember what I said to carry on a conversation,946173637404610562
32,senasiam,@attractivemonki Was this a subtweet sis 👀,946222879452155910,attractivemonki,Canadians are crazy....i can't believe they thrive off this weather I COULD NEVER,946153544461189122
33,Itsbrinaaaa_,@GoddessPhyllis Do I smell a subtweet? https://t.co/GjGIPRgCrD,946219469562630146,GoddessPhyllis,If you're active on twitter and you're not texting back.. ya mom's a hoe.,946219074945802241
34,doctordreamd,@doctor_petsche @winnipegMACK This subtweet could be about me.....,946217772899557376,winnipegMACK,When you're a doctor.....on twitter......,946215323468025856
35,whothefisbrenda,@loveless774 damn you're just gonna subtweet me like that,946213606542020608,loveless774,Girls with Hamilton quotes in their bio talk the MOST shit don’t trust them,946205041630654464
36,Squid_Noir,@FOG_E is this a subtweet,946211765305491456,FOG_E,Pretty sure that 2012 Morgan would have been a Leo player,946203481345613824
37,Kenny_Pleimann,@HaleyBaaaaby The ole subtweet gotta love it,946210847080271872,HaleyBaaaaby,"it’s not my fault so stop taking it all out on me, thanks.",946157120533049344
38,BrennaParker1,@dez_j94 Is this a subtweet?,946210774464303105,dez_j94,Having to go almost a whole month without seeing you...sucks. But I’m so glad I get to see you in 10 days 😘😍,946208652725182464
39,lenalaaa,@HoldeyK wow what a subtweet,946210108719206401,HoldeyK,If you are making the blueprints for a house and you put the light switches outside the bathroom...have fun burning in hell.,946207848807022592
40,Seraxis,@t1lde My post wasnt a subtweet LOL just saw this now,946207628228689921,t1lde,"how do i find
1) cute girls
2) who wanna date me
3) and can date me

and how do i talk to them",946203410528919552
41,BROCKHAMPTTON,@hsgIoss they said they don’t care abt us but they still tryna trend a hashtag and subtweet us.....ok,946206586996867072,hsgIoss,i didn’t know gc drama still happens,946205025050791937
42,laynasevener,@RealBenTurner @Aquafina @IceMountainWtr meant to not subtweet tht,946201489487417344,RealBenTurner,If any of my followers have questions about me or my brand please feel free to ask,945860461546926080
43,DaLadybugMan,@thoughtmotion okay this is definitely a subtweet,946199991554625536,thoughtmotion,I didn’t realize that asking for anime recs would lead to a war in my mentions,946199499181101056
44,PatrickDearden,@lolipsycho Nice subtweet Mai!😜👍,946197503245942784,lolipsycho,"Please stop talking to me. 
That's illegal.",946195550470328322
45,prvncessbxtch,"@lexi_doll98 no one is talking to you like a parent. you wanna have twitter fingers so i will too. like i said, dont subtweet me.",946197143513071616,lexi_doll98,Now i know what to keep to myself,946196083964858369
46,JRFegan,"@cowhitchurchbot Don’t subtweet, bot",946196798745595904,cowhitchurchbot,Venn diagram of people who enjoy baseball complain about baseball:,946196707825594368
47,JuliaLKlaus,"@marshallkelley7 geez louise, subtweet at it's finest",946196423825014784,marshallkelley7,"If you’re going to have a kid at the ripe age of 18, don’t flood your Snapchat with it... nobody cares that you weren’t safe",946192223141580800
48,bambibaron,@DevinSenaUI Lmao are you doing that thing where you subtweet instead of replying directly to someone who has a sto… https://t.co/vIn3Ftj5rz,946195781043867648,DevinSenaUI,"If you believe race matters, you are racist.",946188531227152384
49,ginimaboon,@EG1Trey oh subtweet nvm,946194402334167041,EG1Trey,Wasn’t that serious tbh,946187048087576576
50,LARIATOLars,"@BreahLadley @a7xweeman @NexFlax nono i mean you misinterpreted it. 100% at the expense of nexflax, not u. wasnt meant to direct a subtweet",946186775030128640,BreahLadley,I can't stand seeing people being mean for the sake of being mean online. Get a fucking life.,946184029442895872
51,Edward_Cash,@tservo42 why you gotta subtweet me like that...... &lt;3,946185577577066498,tservo42,"Tuukka, who sucks and is a backup, with highest sv% all time w/ 300+ games",946184662933745665
52,evgenimalk,@hornqvists thanks for getting them all to subtweet let me watch hockey now in peace thanks!,946185239944032256,hornqvists,yall wanna take a xanax and quit taking everything sam and i say seriously?,946180447188512768
53,alessio_magnus,@chadfelixg drybones subtweet,946178280968900614,chadfelixg,Imagine if an AI version of you was created based on your tweets.,946107574587404289
54,timulti_,"@tidaII Shouldn’t subtweet ab cod nerds tho. You’ll get laughed at. Then before you know it, WNTN is roasting you with a third of his face",946176424746082304,tidaII,Bama a whole asshole. Not a half A WHOLE,946173287343820800
55,Itzzsolomon,@SqueenixVibes @OurLightAndDark I thought we were now I'm scared I replied to a subtweet with some weird ass shisidhskljdhail,946175826248306688,OurLightAndDark,A scrub is a guy that thinks he's fly and is also known as a busta (busta),946174256358051840
56,cohhdz,@Ravrc_ Nice subtweet,946174368790564864,Ravrc_,if you blame everything/everyone else for your own failure you will never succeed,946174054062526464
57,BrightLitany,@queenkoffy That subtweet got missed hard,946170801161625601,queenkoffy,"Communist?
more like,
Cum in this",945926906947555328
58,JaeReekay206,@Ummm_Nope_ damn now youre just gonna subtweet her with no fucks given? cold blooooooded,946168612779311104,Ummm_Nope_,I hope everyone has a good night except the people that hate cool ranch doritos fuck you,946168001472221184
59,wonderbitchin,@Jack_Septic_Eye @ me next time u wanna subtweet me,946163733662801920,Jack_Septic_Eye,No matter how cold it is outside there’s always that one fucker in shorts!!,946120963246166016
60,chloegcooke_,@yikem80 Is your entire twitter just one big subtweet at me,946163261879222273,yikem80,"2017 is almost over guys, we can stop acting like we all like Adidas now",946161550083153923
61,LagodaBrian,"@jpteti This...This is a subtweet, isn't it?",946162583979126784,jpteti,thinking about becoming a bot that posts saint days and bad takes as annoyingly as possible,946139198163177472
62,BenjaminDrisgul,"@RobinSm19502658 @mares62J @Grindin_59 QUICK subtweet! - ""Asking for a friend!""",946161721793826827,Grindin_59,I need a assistant who get sh*t done. No questions asked!,945862115839102976
63,baxbooksdeux,@jiveass_baloney do not subtweet me binch,946157803902603265,jiveass_baloney,Imagine having 1500 followers and averaging .002 faves per tweet. Maeks u think,946157544585809921
64,madame_haute,@YanziQ Ok.. but where? Can mi deh yah a presto di TL and all mi si is a couple subtweet bout nit being a good frie… https://t.co/AMN32ZkThc,946155553872596992,YanziQ,I’m confused as to how Francine dragged the girl name in the mud? The girl is who did that to Francine.,946150290201473024
65,OMGmelizabeth,@bnacker we subtweet our dogs all the time over here.,946148279951200256,bnacker,This dog is a greatly effective but ultimately unprogrammable alarm clock.,944537054213414912
66,breakfromxmarz,@cuddlymia bro ur turning into those ppl that subtweet smhh,946147968083791873,cuddlymia,"yeah well maybe I want MY feelings to be taken into consideration, bucko. huh? u ever think about that? thought so. 😪✌️",946146233965580289
67,nipplestalker,@nchimi23 subtweet me more,946147641439768576,nchimi23,It's a damn shame when you see someone driving a REALLLLYYYY nice car but then they roll down the window with a cigarette in hand.,946146601311129606
68,rareakuma666,"@fisherice_ ah! de subtweet!

the old u is back",946141810606387202,fisherice_,"So yall aint gon invite me for shit, be disrespectful when i see yall, act like bitches, but yall get mad when i dont talk to u anymore? 🙃",946140936827961344
69,Jaimeg000,@jeo17jm Don’t subtweet g @ him so I can get on his ass,946139677882486784,jeo17jm,This man ugly asf 😂😂😂😂,945928074843033600
70,HJE_0,@longlivegibbs @Lee59937139 Chiiiiiillllll...... big ballers don’t subtweet...... your suspension is still under review #🅱️🅱️🅱️,946139305528971271,longlivegibbs,Fake it til u make it,945895604814835712
71,sunfunest123,@Frank0Tweet Listen don't subtweet Maddie just @her,946136967816679425,Frank0Tweet,Chubby girls are a goddamn blessing.,946130393362849792
72,martyn2019,@abstractgay subtweet me more 😫,946136034173169668,abstractgay,Time zones are weird af bc I'm here just chilling waiting for dinner meanwhile my Europe mutuals be hitting real emo hours,946135049518436352
73,AudreytoShakti,"@justasks5am Never gonna please everybody. Some ppl mad when you quote, some ppl mad when you subtweet. We all do what we want.",946129309554626560,justasks5am,How do ya comment or quote ppls tweets and expect for them to not respond?? Go tweet your own shit then the fuck lol,946117492178644998
74,levlaur,@kathrynmv Wow is this a subtweet or nah?,946123428725223425,kathrynmv,Do you ever just watch someone do life from afar and think of how stupid they are? Maybe it’s just me hahaha.,946065280266113025
75,Humble_Change,@CHEWTHISASSh_ Imma stop replying to tweets that don’t involve my input... using other people tweets to subtweet my… https://t.co/cZzstiKTRE,946118382574637056,CHEWTHISASSh_,Niggas will gobble you down like the last supper yet still talk bad about you. 😭😭😭,946116273217220608
76,lemonadevhs,@altrobbieg subtweet 🤔,946113661218701312,altrobbieg,don’t be a dick,946111980917743617
77,miriamsitz,@jgrebes Is this a subtweet?,946103539016851456,jgrebes,"I got engaged in 2017, so, that's pretty cool",946094597343625217
78,CKeefeShea,@annielaud @GinoKusa @yashar Maybe because the it reads like he’s outing some guy via subtweet?,946100659757174784,yashar,Just found out my ex-boyfriend’s new wife blocks me on Twitter.,945860286258601984
79,JamieKeown,"@ku3za If your gonna subtweet me, make it a little less obvious",946100556447154176,ku3za,You try to date her and she been let me walk twice,946097825506455555
80,feistyfelisha,@StunnaJoe22 If I had a dollar for every time you subtweet joe 💸💸💸,946095635597422592,StunnaJoe22,You’ve changed a lot as a person,946094908573597698
81,soLILYoquy27,@CJwestleyyy A subtweet,946091831040753664,CJwestleyyy,Y’all gotta stop being high maintenance like y’all time worth more than the next chick’s. It really ain’t.....,946083351252709376
82,burqa_clad,@JawadAhmadMalik I thought you didn't subtweet,946080841733758976,JawadAhmadMalik,"People around you are like riddles, when you are done solving them you start taking them for granted",946052335058354176
83,yogerardhere,"@maxenesun gags parang this subtweet was for me 😭Have a great time in Europe, shobs!",946080576234123264,maxenesun,there’s a difference between just saying g for a hang out &amp; actually hanging out hahaha fyi,946074916423475200
84,bbaedriii,@adan3000FC don’t subtweet me,946080277587095552,adan3000FC,One of u bitches better throw a party this break wtf is this,946079334317428737
85,leninwitch,@marycameroon thank u for this subtweet,946078578692702208,marycameroon,"IF YOU SAY ""TYPICAL [insert astrology sign here]"" TO ANSWER TO ANYONE'S BEHAVIOR U CAN TAKE YOUR STAR CHART AND SHOVE IT UP YOUR ASS",945882391750627328
86,bernicemadai,@Victorgiob don’t subtweet. throw that @,946077981817966592,Victorgiob,Damn! She’s that desperate💀,945901707078152193
87,zcichy,@missjte I’m disappointed this was not a subtweet about me 😔,946077051466825729,missjte,“Tech enthusiasts” reject change more than anyone else IMO.,946044905507270656
88,JNecttar,@EvadeTBE I guess we subtweet everything these days,946076181815730176,EvadeTBE,I guess people go to events without scrimming these days,945858440127287298
89,Andriaanaa_,@KlaykoGotJuice Lmao you mad or nah don’t subtweet shawty,946076116523081730,KlaykoGotJuice,I’m gone fuck her up,946075779452030981
90,champagnenihal,@sadboyharold subtweet,946073699005984770,sadboyharold,thicc net mal schön finde ich,946072260682616832
91,RN1814,@iamcardib Who kissing your ass? Don't subtweet tell them.,946072240805654528,iamcardib,SAME LIPS THAT BE TALKIN BOUT ME IS THE SAME LIPS THAT BE ASS KISSING,945914797786304512
92,cbk947,@ColeChris423 😂 don't subtweet. That wasn't to you dummy,946062950053359618,ColeChris423,Twitter is my diary. 👌👏😏,945867220789465088
93,skatewizardjay,@SheAINT_KeshiaP Oh nothing lol thought this was a subtweet and I instantly felt regret 😂,946061001111326720,SheAINT_KeshiaP,I haven’t heard from my friend today. I hope he good though 😘,945894975866359808
94,_Peter_Murphy,@baileymwerner Or you could just subtweet them lmao,946053521652068352,baileymwerner,if the first thing you do after having issues with someone is unfollow them on social media then you gotta start rethinking your priorities,945897371258437632
95,tacitassassin13,@RyanMc23 The rare @ScottFish24 subtweet. *mutes mic and laughs,946053376399290368,RyanMc23,65 players have produced at least one RB1 game this year…Jay Ajayi is not one of those.,946039390572285954
96,thatonekidmac,@Machavez97 What a nice casual subtweet 😏😏,946052984169009154,Machavez97,The fact that I’m not Mormon does not mean it was easier for me to get into BYU,945893639057588225
97,PeterHaston,@Ellorycourvo seriously subtweet me again,946049183986962432,Ellorycourvo,People who are actually heartless don’t go around saying “omg I’m so heartless”,946040606349975557
98,TheBanditCamp_,@teethnclaws Red is this another subtweet?,946047229487349761,teethnclaws,"Imagine buying books while Thai food exists

Yall get scammed every day just walkin around feelin superior cuz some guy caught some rye",945935932452061184
99,cody_zab,@Minnicksydney How you gonna subtweet me like that,946044820895813632,Minnicksydney,"if someone gives you shit for driving too slow in the snow, tell them to fuck off! Safety&gt;Speed.",945472893592457216
100,mimsy,@Dalm_Lipbalm Wait I thought this was a subtweet of someone else nvm,946043836261916672,Dalm_Lipbalm,Those skinny slim bitches y'all like overrated. Real women got some meat on them. Fuck ima do wit a 90 pound chick. Lol,946043481448964101
101,halvo__24,@kindhailey Don’t subtweet me like that,946037742349291521,kindhailey,what’s up with my ex’s getting with my fiends🤔,946022846513467392
102,oblivionmisfit,@Just_sWeg subtweet,946037473825697792,Just_sWeg,I remember seeing twice baby i shouldnt drive,945962024265289728
103,323NeverFold,@Miss_Chesney We dont subtweet we @ niggas lmao,946033325038333952,Miss_Chesney,"Every time I see OOMF tweet I just be like boyyyy STFU.. 🙄🤦🏾‍♀️ nigga just be tweeting , don’t know what image he want to portray..",946032960427446272
104,Electro_Wolf_,@dogbomb1 subtweet https://t.co/LmKd4bKe7c,946030726222249985,dogbomb1,"Sure, I may be a happy idiot but I'm YOUR happy idiot.",946030243571056641
105,Johnbowethejoke,@STRONGSHARKTANK @slugshaming @ConfettiPixie subtweet,946021407393222659,STRONGSHARKTANK,i am sobering up but also falling asleep,945932391574630402
106,raygungirl,@thelastglitter Is this a subtweet to me or is someone else deliberately being an asshole on your timeline?,946020540619165697,thelastglitter,Liking a controversial pairing isn’t a rebellious act.,946015920778072065
107,jamieliastark,@oceaneyesdolan1 PREACH (cough cough I can name a few but I don’t like to subtweet),946018311921336321,oceaneyesdolan1,Big accounts who are rude as hell are only friends with other big accounts who are rude as hell,946014498397319168
108,theholyram,@libbygoad this subtweet is intense,946018056895193088,libbygoad,ya mcm tweeted that he wants a goth gf but is now dating emily from pre calc who shops at charlotte russe and owns 3 hydroflasks,945939709368328192
109,NestorRedux,@pillpeach That was a very cruel subtweet. 😥,946015277787082752,pillpeach,no offence but why r there no hot men in my messages smh,942437357931950085
110,SamNichols23,@LeonardFrankie Thanks for the subtweet!!!,946013934397640710,LeonardFrankie,I love people who make me laugh so hard that I wheeze and snort and hyperventilate,945894551541174272
111,SmolMerru,@shywwo Was this a subtweet,946012826128322560,shywwo,"Baby why do i feel  so lonely
even tho ur right here next to me

And baby why do i feel so empty 
even tho u clearly love me",945743162592628736
112,meganhmanning,@tristanwulf When you subtweet 39.25 million people,946011494738681856,tristanwulf,California isn’t a fun time,945884255946653696
113,shmanda2,@SebastienEly Don’t subtweet my dog,946009488628137984,SebastienEly,Watching Planet Earth 2. i will never cease to be amazed at an animal’s ability to jump so many times in a row and not get bored/tired,945871180812058624
114,nayaluvy,@Aprililianaa lowkey a subtweet,946003007623241729,Aprililianaa,"Semoga aja ngga jadi orang yang kufur nikmat, ya.",946001858568454144
115,AhmedinhoJr,@veronicaj119 don't subtweet me,946002090219929600,veronicaj119,Thinking about the people who fav promoted tweets,946001796362731523
116,acaliforniababe,@darkturnstomist How dare you subtweet me on my bday,945993553741725696,goldenstrio,i honestly. Nicole is out to get me 24 hours of the day,920857908270850048
117,Vyce223,@electroslaggg Pretty much a subtweet would be if I were to respond to this without @ ing you and instead just twee… https://t.co/jUbfRSIFG1,945980978270494720,electroslaggg,what is a sub tweet??? is it like a vague post?  pls help grandma electro she only just escaped the blue hell site,945980387670491136
118,idkmanwow,@electroslaggg wow don't subtweet me,945979057249931264,electroslaggg,it's nice to have mature people in my life,945978422534266881
119,xpectopatronerd,@gnd_fashion Is this a subtweet 😛😂,945950357217333248,gnd_fashion,Shout out to all the people who’ve commented on both our Instagram and Facebook engagement posts cause you are the cutest,945946270488768513
120,dinadv8,@emyekikian subtweet me again tho https://t.co/M0BDWHshQU,945942972624801792,emyekikian,dina replies “bet” to everything. like bet what?? bet wHy?! there is nothing to bet on!,945905655902224384
121,tasmosunt,@OrangeMangudai Don't subtweet me like that!,945940043843211264,OrangeMangudai,Trans culture is not believing the 50 people complimenting you but losing sleep over 1 person invalidating you,945910077470392321
122,chvschpr,@ZhouChauster this is a subtweet about me and you can’t convince me otherwise,945927946119798785,ZhouChauster,"Some of u are passive aggressive with tweets but like
Its On Line just say it u baby",945927756671520768
123,hayleyminn,@dgreenie92 Only just seen this subtweet.,945923795558326272,dgreenie92,My god every time I post a thirst trap insta I get roasted on the group chat within seconds LET ME LIVE,945587078728994822
124,Snazzy_Chazy19,@ybraimgarcia Honestly you’re so cool dude. Only cool kids tweet about going to bars &amp; subtweet their friends &amp; stu… https://t.co/YCOjxjZtiW,945921579782991872,ybraimgarcia,Why is Owasso's movie theater more strict on IDs than the bars in Norman?,945881242037342208
125,lrsphm,@litonico_ gonna have to subtweet better next time lito,945921188571766784,litonico_,i got to see my old friends today and they are so good. they are the best. how did i get lucky enough to have these friends,945915243460300801
126,by_JBH,@AlexGelhar Why subtweet Harmon when you can just @ him?,945912904552812544,AlexGelhar,About to crush an entire candy cane tube of Reese’s and watch Planet Earth II on Netflix AMA.,945912643381952512
127,what_is_a_meme,@nate_pacheco7 don't subtweet life itself,945911343428898816,nate_pacheco7,"Well hello, plot twist...",945898737620193280
128,CorsiGuy,@zachregnier is this a subtweet,945911193125785601,zachregnier,"being too nice to people isnt a gift like many people will say, its a fucking curse",945909993127243781
129,oohbuddy,@nodogsinspace is this a subtweet,945910399794257921,nodogsinspace,why tennis lady have no tit,945910108042674176
130,TheTransMenace,@DeathByCapital @OrangeMangudai Then it must be a subtweet of me because you're a total cutie.,945909672422379521,OrangeMangudai,Trans culture is every single trans person in the world being pretty/handsome except you,945908635506372609
131,sylviaschepps,@maddiebeth99 I really hope this is a subtweet for @Dylantwill23,945906136968032261,maddiebeth99,The sheer disrespect when u share a tweet w ur friend and they don't reply... there is no greater betrayal,945575431733997568
132,bbliee,@StrideeFPS don’t subtweet me,945903943908913154,StrideeFPS,Drinking is so fuckin stupid lol.,945217876952313858
133,theshanner,@AbbiieeD Was this a subtweet about me,945897771051159552,AbbiieeD,Cover your fucking mouth when u cough omg,945716015773769728
134,isaacglos,@herreraaa__ Cause it ain't you trynna subtweet somebody 🤦🏽‍♂️,945897328329728000,herreraaa__,"I figure out you, you figure out me we both a different breed",945895554487218176
135,ReedOsrs,@ROBBOsickdog dont subtweet me you fat twat,945897122418720770,ROBBOsickdog,"Faking cancer
Faking Ely giveaways
Faking teleports

Whats next for 2018",945841588223086592
136,ljabiIity,@marvlsrunaways subtweet me again,945896828410761216,marvlsrunaways,not everything’s about you lmao,945896765512912896
137,shayla_deanne,@KaWood15 Seriously? Find something else to do other than subtweet me. I was just stating a fact,945895349444579328,KaWood15,"Girls, don't judge men too harshly by their NFL teams. Sometimes they make poor choices, you'll just have to forgive them.",945885850251988992
138,KrashHash,@siberxan_ @Twitter catch this subtweet bro,945888985443835904,siberxan_,twitter sucks and so do you!,945888470547025921
139,RealAndujar,@stephexc High key wish someone would subtweet @ my ass like this,945882635951362048,stephexc,i’ve never met anyone who is a bigger dick than you 🙂,945877638287110144
140,HelioSulbaran,@camiloAvivas You subtweet us like that,945877707878993920,camiloAvivas,How do I tell my friends that the tweets they DM me are trash,945875118433153024
141,MikeTokes,@Annakhait Your subtweet game is strong🔥😂,945876898902548480,Annakhait,"Not sure what planet some people are from, maybe Xenu?",945868834447257600
142,rachannm14,@abbie_martin94 I feel like this is a subtweet at me ahhaha,945876560220794880,abbie_martin94,It’s too bad that people don’t care about their emotional health as much as they do their physical health,945808602677239808
143,rosequaIity,@affectethan ok you said fake dms and shit are annoying then it’s obviously me no need to subtweet just press the u… https://t.co/0Iu7SJlSed,945871375717273600,affectethan,ok we get it fake dms and texts are annoying now please stfu,945869333095501824
144,FoggyMikel,@jitteryjules Well shit if you were gonna subtweet me ya could've at least asked me for permission,945870114708164608,jitteryjules,shoutout to all the male specimen out there who aren’t bigtime fuckin assholes,945839191342100481
145,ryepastrami,@justin_halle Is this a subtweet? Hahaha,945864727476936704,justin_halle,I’m gonna learn a lot about Lady Gaga all at once and then make a funny tweet joke about her and get gay famous.,945751820655321088
146,beccnola,@annaldeason ouch subtweet,945855690870009856,annaldeason,hi i’m pale as hell and honestly could care less ¯\_(ツ)_/¯ u don’t have to be tan to be pretty lol hate to burst ur bubble,945693017452765184
147,JennyFu3,@olymasic @rwadge08 @zoewadger subtweet much,945853732830330880,olymasic,The only people I’ve seen in southern California wearing RVCA are over the age of 40,945847755062132736
148,SiloeC,@Melissa__R_ @leslieRod10 @valeriaaax3 I don’t know how you can subtweet your partner like damn Edmundo don’t even… https://t.co/gOEt5ECXfd,945852999733268480,leslieRod10,it's sad to see that we barely talk to each other anymore but it is what it is I guess🤷🏽‍♀️,945843522434949120
149,Mr_Cynic,@skinnyd0gs I found your subtweet,945852603442790400,skinnyd0gs,Jack please stop owning me this way I am a sensitive person!!!!,945848233057832960
150,ElFarcher,@mousefamiliar Is... is this a subtweet of a subtweet?,945848310111358976,mousefamiliar,uwu twice if you'res ubtweeting me right now,945845336047730688
151,KarissaSegan,"@ccrocha02 I know from experience, because I’m a bitch. ‘Nice girls’ don’t subtweet",945844892814794753,ccrocha02,you say your done with high school shit but you quit your job through texted and you were just there for 3 weeks lmaoo😂😂😂,945732880361312256
152,dolancarpenter,@sebtsb who’s the subtweet to,945837135948599296,sebtsb,"interact!
with!
your!
followers!",945700635600670720
153,BrianWCollins,"@DerekMears Through this subtweet, I guess. Thanks a lot, jerk.",945835564963545088,DerekMears,How do you politely tell someone that their perfume smells like a scented garbage bag liner?,945833724028973057
154,WiLLieALanPoet,@Yung_Thursday Fuck outta here with this subtweet I've gone outside,945835098208964609,Yung_Thursday,Will the only person I know that go somewhere fye just to stay inside,945801670193303553
155,KrazyDoesYT,@artofbyrd is this a subtweet,945835035332169728,artofbyrd,"you: steven universe
me, an intellectual: houseki no kuni",945815595370598400
156,shaniatwink,@cclairrayy @SimonedeBrovoir I love a good subtweet,945832772509339653,SimonedeBrovoir,"I just read an Instagram bio in which someone described themselves as “Vegan - Actor - Muse,” and I have a new least favorite person",945764817524080640
157,CheezySchott,@orangutangus666 @BabyCraylos This feels oddly similar to a subtweet...m,945829093399986179,BabyCraylos,Realization: Since the widespread use and advocation of condoms its pretty much let the stupid people of the population to reproduce,945769255190097920
158,shaunafield,@JonAtTheBar Major microsoft and sega subtweet!,945828893084221443,JonAtTheBar,I spent more time playing on my Super Nintendo Classic today than I have on my PS4 in the past 6 months,945828351234789382
159,P1Kingslayer,@ItsYaBoyDan_ Patrick subtweet?😱,945825127819866112,ItsYaBoyDan_,Why do a lot of people crave for a 12 year old's pussy?,945823343114059777
