,accuser_username,subtweet_evidence,subtweet_evidence_id,subtweeter_username,alleged_subtweet,alleged_subtweet_id
721,stahlscott,@fivefifths ben shapiro subtweet,943809236672315392,fivefifths,How does one baby have so much snot?,943808676766371842
722,HanzNobe,@ItzBoogieB Huh? Why even give them a subtweet? You deserve to be happy. F--k'em!,943800267572699137,ItzBoogieB,It’s funny how some people said congrats when I got engaged but really some of them was SALTY AF.,943679032331264000
723,stew6363,@Reqarrr Can't subtweet yourself man,943797938047684609,Reqarrr,It’s crazy how all the u18s where getting G’d up in IW about how they gonna become next level at BOTG then they magically disappear,943797121928511488
724,NTDnathan,@PRAlZE Nearly 2018 and you still subtweet,943784008839602176,PRAlZE,Nearly 2018 and ntd still calls in dogs to top score an SL,943782168077115392
725,JGreenbrookHeld,@henderception To answer the damn subtweet here: buy the kid a cricket bat FFS.,943773989695922176,henderception,What age can you buy someone their first cricket bat?,943678513365663744
726,famas_is_CUTE,@drybones_5 Is this a hendless subtweet?,943771053968551936,drybones_5,why every dateable guy I meet on here a thousand plus miles away from me,943580557908369416
727,pomegranatethug,@sandyjim14 don't u dare subtweet me again,943757967807021056,sandyjim14,I got new retainers and I literally sound like Stacy from Zoey 101 :/,943757649019002880
728,DuncanSmithNBA,@AE_Hutchinson Hope she doesn’t subtweet you like George Hill subtweeted the Kings.,943756609821597696,AE_Hutchinson,Sometimes I just want to have normal dialogue #onhere and the other person just has to be right. It’s too bad.,943746773545136128
729,maddiereinhart,@TimDillon is this a subtweet because we were talking about the call of duty wwii trailers last night 🙄🙄🙄,943746441876348928,TimDillon,"I know it’s become the popular trend over the last few years, but I’m not a fan of live-action trailers for video games.",943706562006155264
730,SummerLaverdure,@mikeythelittle @NTS_2000 By the way this isn't a subtweet at any one person here but it's definitely a subtweet at… https://t.co/ai56DjSDSB,943745349440671744,mikeythelittle,The fandom is not a popularity contest. Just stop,943511223294980099
731,AlexisBlanc0,@1SpenceUnderGod First of all.. stop trying to throw it back to old skoo twitter and subtweet me lol second go to bed fam ! 🙄😂,943744404547813376,1SpenceUnderGod,😐She called me 👴🏽 so from now on all my messages will start w/ 👴🏽,943742769838747649
732,ImKensei,@AltPuppy I swear to god if this is a subtweet smh,943743507470127104,AltPuppy,"Why are people so hungry for vapor's cock, I don't understand",943650926845247488
733,evanbrandhagen,@ClaudiaKent3803 I hate when people subtweet me,943743376133734400,ClaudiaKent3803,Stupid stupid stupid stupid stupid stupid stupid stupid,943738250203500544
734,KenadiTaylor,@Khashie can u pls not subtweet me,943738048960798720,Khashie,At the end of the day you really have to love your REAL meme friends vs the ones who scroll past em and like the most recent ones,943723448307671040
735,Bennnett4,@_Aleishab I feel like this was a subtweet styll wanna bring out the Boxing gloves or something let me know 🥊,943736708859916288,_Aleishab,"I cannot wait for the tweets of:
- New year new me
- This year has taught me so much... yet nothing has changed about you since 2012 😴",943700446367158272
736,ainedillane,@2pacDumbledore I love a good subtweet,943732964134879232,2pacDumbledore,"Use him
Abuse him
Lose him",943731078296162304
737,addieuwu,@raewrs i feel like this is a subtweet @ me,943725108836880384,raewrs,if you're gonna call yourself my friend then intentionally do shit that bothers me/hurts me you can fuck off with your fake bullshit,943724127160012801
738,CamehZoR,@obie_kanobie Ez subtweet. 11/10,943724434250260485,obie_kanobie,You really do learn who truly cares about you when something tragic happens...,943719620325888000
739,LHensley_1,@JalyssaGibson I’m assuming this is a subtweet directed toward me?,943719249763295233,JalyssaGibson,Craving another peanut butter milkshake in the worst way 🤤,943596827911380992
740,huypho_,@vincentevoid Thx for the subtweet,943716407002333185,vincentevoid,loving the “ur mcm” tweets im seeing on the tl tonight. sorry to everyone who has to see me RTing them,943716123681452033
741,DeAnnaJanell10,"@queenkaeee This a subtweet, bish?",943716289054429184,queenkaeee,I hate how good my memory is because I get so tired of repeating myself to people who don’t retain info as well lol,943715932085653506
742,BigBeefyMac,"@Neeerts Have you considered talking to your hairline, or are you just gonna subtweet about it?",943711917754998794,Neeerts,I have a receding hairline and this is entirely unfair,943593277441310720
743,propigxxx,@ZakIsBoring @IronGayX87 Sorry maybe I tweetered the wrong subtweet Im talking to the one who screams I’m gay at th… https://t.co/WJ3aDAMaNQ,943708959910875136,ZakIsBoring,👏🏼 STOP 👏🏼 DONATING 👏🏼 TO 👏🏼 THE 👏🏼SALVATION 👏🏼ARMY 👏🏼,943496169896009729
744,PraiseZeus,@MuthaFuknMichie @tmrob3 Oh wow I'm glad I came to Twitter for the subtweet party losers 🖕,943708267565502465,MuthaFuknMichie,Is my friend Jeremy alive?,943685625005461504
745,randlechris,@helenbholmes nice subtweet,943705293631799296,helenbholmes,no offense but why is everyone on the internet 30,943704747823026176
746,ElfaHassan_,@Omer_Singer A3tbira subtweet!??,943703946048278529,Omer_Singer,مهر البنت مفروض يكون حسب وزنها لانو انا ما ممكن ادفع لي 200 مليون في سلك اقاشي,943611253506957314
747,kasem_noubani,@farisismail_ We don’t subtweet @ em,943703746445565952,farisismail_,Will never understand how people can be so ungrateful like dayumm,943702869261381632
748,Outis169,@liljohnnyjones1 Nice subtweet!,943703140993503232,liljohnnyjones1,Pro-tip: constantly quote-tweeting your opponent's replies so that other people in the convo don't see your replies? That's coward-tier.,943698396879183872
749,aftod27,@laurenmannaise i said i was sorry don’t subtweet me,943702982717247489,laurenmannaise,everyone suddenly forgets how to have a conversation when i need something but when they need something it’s completely different,943681953328398337
750,gertiecraig,@alainajacques Is this a subtweet? I feel attacked,943702205424656385,alainajacques,"do you ever just sit back &amp; think like damn, my friends are amazing... cuz same",943691543445233664
751,eRa_Hyd,@sparseho or i just don't care about your irrelevant opinion subtweet me again homie. Ill catch it everytime,943701141929410561,sparseho,Hit em with facts and they never hit back,943700940485480448
752,kaylarayannn,@uncletremax i already know u dontgotta subtweet,943700903554465797,uncletremax,there’s something divine in you.,943695409305731073
753,flightlessnico,@AshorIord is this a subtweet,943700060856045568,AshorIord,If your tweet doesn't get 10 likes in a minute then delete it goat,943699830014013441
754,joshgreenberg23,@couurtkneee Sick subtweet,943694912591220736,couurtkneee,The year is 2006 you’re in the backseat of your parents mini van listening to Runaway Love on your iPod Nano thinking “relatable”,943693903802327041
755,money_meehan,@g_deezy33 i’m honored by the subtweet,943692692441223168,g_deezy33,"Ladies let’s a play a game, if I get 3 DMs I’ll deactivate my account",943676293094232065
756,206uwmike,@temanrt4 Did you subtweet your mom earlier,943692268359135232,temanrt4,It’s almost 11 here im so confused.,943690232653807617
757,Bitman_BR,"@ViscounKosaka in freeing you from *your misery.   If anyone decides to Quote my tweet above or subtweet it fml

RI… https://t.co/JnxUmBSvPP",943691720809635840,ViscounKosaka,"""you're sick? maybe you should just stop being sick""",943634758596165633
758,DavidGN40,@Nicolate_ebook Didn't know youbwere made to subtweet Etika damn https://t.co/HibnDmaxXo,943689740716351488,Nicolate_ebook,crazy nigga find your steam what do you enjoy seein...,943689049814036480
759,funaunt95,@Shay_Moneyy this is me revealing i don’t know quite what a subtweet is,943689357956960257,Shay_Moneyy,Catching up with someone I haven’t seen in 4 months. Realizing 4 months ago I was 100% living in a delusional state,943688370923827200
760,mikeharmanos,"@dick_nixon Howard Caine (Major Hochstetter) was from Nashville.  Played a mean banjo in real life. 

And yes, subtweet about Douthat.",943685060284203008,dick_nixon,"The thing is, every German on ""Hogan's Heroes"" was a Jew.",943682624102588417
761,iminbeastmode,@_Tempo11 @TheBoydP I know a subtweet when I see one!...,943679910035386368,_Tempo11,Nothing badass about a man who has to hide his twitter account from his wife.,943497448625864704
762,bloodbornekart,@vanitysruler what's it called when you subtweet yourself again,943677532041248768,vanitysruler,man with over 60 hours in DMC4;SE doesnt know how to play dante at all,943677275165179904
763,ApplyOW,@AngelKnivez i have no feelings for people who subtweet,943676008091308032,AngelKnivez,I have no feeling for ethots that sit up there and calls people hard R's on a daily and expect you to feel sorry for them.,943649025621757953
764,NANP00P,@CloutGangChris nice subtweet Chris,943675160346943488,CloutGangChris,"Weird woke up knowing that my team of ""Rsps Pkers"" is bullying a bunch of disabled veteran grandpas lul.",943635572102443009
765,devinveglia21,@allexabrown How you gunna subtweet someone when they can’t even see it?,943674757794357248,allexabrown,That block button is really handy y’all 😭,943671276287098881
766,lucusfeez,@aaustinstone Is this a subtweet of me sending Trixie snaps???? Because I'm not sorry,943673957017899009,aaustinstone,"Unless the concert is Taylor Swift pls don’t send me 87 snaps of it, thank u",943672806289674242
767,Erin_Niebuhr,@geezy00 Is this a subtweet at me,943673818681311232,geezy00,I am so inspired by people who are unapologetically themselves,943672893547909120
768,julescerv107,@kaitlyn_esch such a subtweet @ society,943673100003983360,kaitlyn_esch,Do ppl not realize that you can go back and take the filters/words off your saved pics on Snapchat????,943672955417985025
769,yarncatss,@ruddev_luke i accidentally break my glasses to get called out for it in a subtweet .. smh,943673039215984640,ruddev_luke,people who always have a small blur enabled are not real developers,943672565062549504
770,AlecksVG,@TheMustardChef Doesn't this kinda count as a subtweet,943666363565989888,TheMustardChef,I'm so fucking h e a t e d,943664356377575425
771,FSMKGaznor,@FlamingClaw I feel as if this is a personal attack even though this is a subtweet meant for someone else,943665811507564546,FlamingClaw,imagine being bad at Sonic Unleashed AND fighting games,943665441314140160
772,princessemoji,@GinnyMcCoo plus you should know you don’t have to subtweet me just yell in my face,943665276029231104,GinnyMcCoo,anyone else get irrationally annoyed at social media posts pleading for people to be nice to each other,943663100393291777
773,Zahzu,"@xenthyl --And 2. If we're gonna talk about being polite, then please just tweet me and not subtweet, haha. I wasn'… https://t.co/i2hPYGRv1m",943665212007251968,xenthyl,untag people who arent involved if ur gonna have an argument through comments for the love of heck,943651072442228736
774,ZipaDeeDoooDa,@Pontifex Did you just subtweet @realDonaldTrump,943663627961339904,Pontifex,"Heaven doesn’t value what you have, but what you give.",943458460989042693
775,BekahHolowatch,@martinaamarieee Martina don’t subtweet me,943663576643862528,martinaamarieee,"""shoot your shot""... such bull:(",943644159222587394
776,SarahBaldridge2,@klesmoves Is this a subtweet bc ok,943662979266072577,klesmoves,when People who don’t truly know anything about rap music or culture act like we care about your opinions 🤦‍♂️,943594516178751490
777,McFlyy__,"@PaigeSecosky No need to subtweet next time ma, I️ know what’s good",943662204519411713,PaigeSecosky,"I always am creeping on my followers, and y’all are straight up 🔥🔥🔥",943652037115465728
778,jakemiaczynski,@lydiajoyharris girl i KNOW you didn’t just subtweet me https://t.co/HsFPRYqMat,943659938445955072,lydiajoyharris,if all you ever post on your stories is screenshots of what music you’re listening to i WILL delete you!!!!!!,943658315023863810
779,freddyscott,@Bradymatthews13 don't subtweet me,943655252569575427,Bradymatthews13,If your phone chime is a honking horn over and over again as the plane is still taxiing and you don’t put it on silent? You’re a dick...,943654296012410881
780,SBFC_ATLUTD195,"@sfrai97 🤣🤣 thanks, Sam you’re a good friend lol. I’d only subtweet you if I agreed lol",943652693607878656,sfrai97,every woso fan knows all awards are popularity contests yet they still act like they had know idea,943503276418457600
781,ukno_marley,@ItzBritt6943 LMAO thanks for the subtweet bitch 😘,943647541152878592,ItzBritt6943,Don't blame me bc u can't pay your bills like an adult,943631117948682240
782,lil_sunflowerrr,@ashtinleighhh I feel like this a subtweet towards here unintentionally? 😂,943644031594065920,ashtinleighhh,i’m 100% going to make every serious s/o my kids bring home feel welcomed and liked,943602061794357248
783,HerSighsDew,@GigglesAndKush @AAXXISSAUDIT Ummm a birdie mark don’t count as a subtweet?!!,943642167125463040,GigglesAndKush,Subtweet her like you don’t give a fuck who knows about the two of you.,940061930131111938
784,RBarbieriNYC,"@magpieohmy @ieatkillerbees A #Giftcards subtweet no less! Also, I object to the characterization that it’s all shi… https://t.co/RP9olFUD4s",943639924460474368,ieatkillerbees,"So like, explain Christmas music to me. Y'all so crazy about it but you know it's all shit, right?",943627027957022721
785,grilledcheezuss,@MyLifeAsBudd_ When you forget to @ your subtweet so you look more childish than the person you’re calling childish. https://t.co/RvSn0tRel5,943635067775176704,MyLifeAsBudd_,hmu when your mommy and daddy stop paying for everything,943631153126363136
786,CharltonBurton,@kiremitjksogvs @DaniDevenney subtweet,943634751172370432,kiremitjksogvs,"shoutout to Charlotte for coming to me with the Khloe Kardashian pregnancy news, finally some real friendship out here x",943634472582475776
787,HonestT612,@dillonchaseok Hopefully this isn't a subtweet about my feat! https://t.co/FmvpnvXACl,943629735136935936,dillonchaseok,I like listening to mediocre rappers with their own style - more than technically savy rappers who are clones.,943579906302193665
788,Mario__Bones,@NWPlayer123 Don't subtweet me,943627630791630848,NWPlayer123,every day this account gets slightly worse and slightly more asinine,943627203912306688
789,_Mahlick,@saintagwa wasn’t a subtweet if i clearly spelled out your name but go off sis https://t.co/FSCxnmmuyF,943627118579191808,saintagwa,get these kids out my mentions,943626249729200128
790,MofoSuspended,@justsomegirl81 Aww a subtweet about me! ❤️,943625526694043648,justsomegirl81,"I thought I wasn’t afraid of anything, then I met you.",943622671270600704
791,legol_ass,"@paigeweldon @Maximaaaaaan How u gonna subtweet retweet @ me when I don’t even go on twitter anymore, max🤔",943618291360075776,paigeweldon,If you are a picky eater over the age of 12 you are a burden on everyone you love,941844832556687360
792,Duckingbarstool,@hellymoo Don't subtweet me like that 😢x,943617654685872128,hellymoo,"Sorry for my mean tweet earlier. 

I'm not normally a meanie. It must be your influence. Yes you, with the saggy tits avi. 

😚",943616912180858896
793,readerer,@mariskreizman LOLLLLLLLL this subtweet is so good I don't even need to know who it's about to fully savor,943611583447658496,mariskreizman,Quick tip: do not send in men to talk about the revolution in women's reading habits.,943611305600212992
794,TOXlCBITCH,@yeongsgi Oooooooo subtweet,943610744100282369,yeongsgi,I hope you cry at night when you think of me and what we used to be ☕️,943609165821464577
795,KyleReardon16,"@Grutty860 Grutty, is this a subtweet to  @__SW___ ?🤔🤔",943610710453612544,Grutty860,IPA’s are lame. All about them Smirnoff ices 💯,943567751880364032
796,MGKermit_,@HanekGoat Shway to subtweet,943604114730209281,HanekGoat,"Frisko has Battlewworn watching his flanks and Kermit planting his Bombs, poor guy 😂😭🤣😂😭🤣",943603758621011968
797,billbarnwell,@mybandowen don't just subtweet incubus,943603019270250497,mybandowen,"Wait a minute - ""How do you do?"" doesn't make any fucking sense",943594896589574150
798,tweetlikekatrin,@laurjub is this the subtweet u were talking about,943599637973295104,laurjub,you’re mistaking all my mistakes for my crooked nature,943599089932890112
799,WhiskyWhiskrs,"@cricketcrocker Uh, sorry if this is a subtweet at me. I'll obviously try regardless.",943598701494247424,cricketcrocker,"Reminder that using sexual language (fuck you, screw you, etc) to tell someone off is rape culture.

Stop it.",943594622219059200
800,comrade_celery,@Snowabelle Is this a subtweet,943598686348640256,Flowabelle,"i stuff the useful headspace i gain from my lack of horny with absolute, utter garbage",943588098738393096
801,elkins_sam,@JordanMcGee is this a subtweet to me,943598552156061697,JordanMcGee,"I have few pet peeves, but leaving cups and trash in others peoples cars has gotta be one of the worst.",943598251319599104
802,stoptaxationnow,@tinyblueriss @_josephwright_ have you seen this subtweet my dude? 👀,943598369242599424,tinyblueriss,All I need to be happy is for the love of my life and a cuddly cat to snuggle with me tbh,943401298073972736
803,JohnathanCheung,@radaempanada I saw this subtweet too late.,943595387276939264,radaempanada,Who trynna pay for a ramen or give me some ramen I want some,943572367619575808
804,katsfacts,@jlimmy_ Following this subtweet like https://t.co/OJRZ0EoBPu,943593941999456257,jlimmy_,"I love it when people ask me to set them up with my crush, knowing I have a crush on them. Like no, I'm not gonna do that. Are you insane?",943506731015069696
805,RiptideAC,@QuillyKoopa Is this a subtweet,943591875382075392,QuillyKoopa,Why do people who don't attend brackets talk to me about stage bans they've never experienced...,943588486740922368
806,RubyKurosilas,@jinxieberry it was almost 4 months ago how am i supposed to remember what a random subtweet was about,943590825870708737,jinxieberry,silas retweeted the pee tweet now i feel truly mocked,943582549028294656
807,G22A8,@malloryallise Hi. I’m right here. You don’t have to subtweet,943590241771970561,malloryallise,"Dancing in the dark, you between my arms 🎶",943589257641201664
808,lilDeityy,@Eduardoeeee How you gonna subtweet someone and not use their @ 🤔,943587237991612417,Eduardoeeee,How u gonna give someone ur number and not reply 🤔 #confusion,943586024482942976
809,reindeer_cafe,@Suiourne don't subtweet me ever again,943586188543262720,Suiourne,if you have a vore fetish and an addiction to buying commissions could you say your fursona is eating you out of house and home,943586025233817600
810,maddyhotho,"@austintylerro okay okay, i see that subtweet. https://t.co/6pB5FQMCzx",943583282754670593,austintylerro,"Whenever people talk about sliding into your DMs, I just wonder where there's a slide.",943500447729545218
811,charles_kinbote,@lachancenaomi Naomi don’t subtweet me like this v hurtful,943582245453029376,lachancenaomi,Regretting An Ex While Also Being Glad He Introduced You To The Grateful Dead,943581695772692483
812,CurtisWenis,@ZWMartin Way to subtweet my good pal @FendiHotdogbun,943580811227422720,ZWMartin,i forgot wut st louis pizza was then saw one #onhere and remembered and now i want to throw something,943578503538241536
813,faghoIe,@okhandsign___ is this is subtweet,943579140824985600,okhandsign___,break a nigga bitch like a kit kat,943578837996265472
814,femmeofdoom,@homo_fomo Away messages=the original subtweet,943578875879215105,homo_fomo,How much of our millennial abstract humor developed because of funny typos? Aim made me who i am today,943573311073738752
815,BrightLitany,@queenkoffy Doesn't that make it a subtweet?,943578545279795200,queenkoffy,"i'm gay, suck my dick",943578070421819396
816,JRSiegel,"@scottjohnson And, bonus! It ALSO works as a subtweet of everyone's favorite administration, which took down the pe… https://t.co/xmRzExwfm6",943577688131989504,scottjohnson,"I hated ‘Mannequin: On the Move’, the 1991 sequel to ‘Mannequin’. 

I’m gonna start a petition.",943572733392166912
817,DarkenedDuke,@not_rumeru can't help thinking this is at least partly a subtweet,943574194108944384,not_rumeru,can't drink without spilling must consider practicality of baby bottle,943567462150426624
818,KhalillfrmLCB,@nallllely Dont subtweet me,943573327574167552,nallllely,The only reason people text me now is to play cup pong 🙃,943518806646849536
819,adamgreeney,@soren_grey This is a subtweet if I've ever seen one.,943572395855634432,soren_grey,*pitches her phone into a lake*,943554983022202881
820,COMETHRUGIRL,@MeepisMurder positive subtweet,943572294265425920,MeepisMurder,the only place that needs a dislike button is instagram comments,943560096432484353
821,eric_erickaD,@T_Lane_27 Dads don’t subtweet,943568357386866689,T_Lane_27,"A hoe gunna be a hoe, merry Christmas you filthy animals",943339456333008896
822,PicoSheep,@bloodyfuller This subtweet,943567839578832896,bloodyfuller,isn’t it crazy how women look sexier and more handsome in suits than any man could ever hope to achieve,943566461334966272
823,Oddlooks_,@kkatip Are u not gonna read my subtweet,943562132460916737,kkatip,Not even in the holiday soooo anymore. I just wanna shut down.,943555537723187201
824,BytubeDev,@SoraKingdomKey3 nice subtweet,943562061149335553,SoraKingdomKey3,They should totally put Twitter on the Switch,943561512148439046
825,gracebum_,@Soul_chile1 okay do not subtweet me moses,943557448836833280,Soul_chile1,NO BROCKHAMPTON OR SATURATION SLANDER WILL BE TOLERATED,943557066836332546
826,kayley_kingg,@Jarret_Ray7 @Waller615 why would he subtweet me? 😉,943554747231080450,Waller615,Can’t turn a hoe to a housewife 🤫,943354895528316928
827,MSPU_1911,@margeaux_piper @intheKCmix Smooth subtweet...direct hit!!! Wow,943549157922439169,intheKCmix,Who had that young man-older woman song? Bout to send that to #twoofmyfollowers,943547004675747840
828,TomChansky,"@MarkESutter In relation to Star Wars, or a subtweet about current events?",943542628099993600,MarkESutter,"When the First Order wins, everyone else loses.",943541736445501443
829,mavenxcalores,@aidan Is this a subtweet?,943540670479736832,aidan,Stop hating everything you’re so boring,943540416908967937
830,TheClemReport,@WorldofIsaac No need to subtweet Isaac. We can be adults about this 😬 https://t.co/jiCGrNFc3f,943539746902507520,WorldofIsaac,"Of course someone wrote an article like, ""The problem with the Isiah Thomas-Magic Johnson moment""

Of course.",943539300322435072
831,tonipetty_,@Sydney_Smith99 @_deandraallen_ Baby they always see. Mf block me but still subtweet. Crazy world we live in.,943539371596271616,Sydney_Smith99,why do people tweet about people they have blocked...,943316515318915072
832,vaporyl,@AllStarBacon That subtweet was quite the Yeet,943537661473579008,AllStarBacon,Reminder that if you quote tweets during an argument on twitter you automatically win,943537450529542146
833,despondent2016,@deadpoettweet Thankgod u didnt include political ranting otherwise this subtweet wud have been for me too. *phew*,943536011304415234,deadpoettweet,"The timeline is an odd mix of jokes, baddies, an annoying pop-culture thread and medical records. 😳😒",943533467702317056
834,DemFromCT,@seungminkim okay. I'll just subtweet you.,943535853380493312,seungminkim,Please stop sending me press releases,943535685839056900
835,mckenziekeith4,@EasyMcDeeezy @brennanjamar6 subtweet,943532138380578817,EasyMcDeeezy,"“Georgia is recruiting like Bama has every year before this it’s not big deal” -all the salty Bama fans right now
#RareBreed18",943531665313460224
836,mattcarriere,"@KyloR3n Don't subtweet the @WklySubstandard boys.

It isn't nice.

@JVLast @SonnyBunch @VictorinoMatus",943530973001433090,KyloR3n,maybe the real villains are your heroes,943530586202869765
837,ModernMoogle,@bradnthings Don’t just subtweet them brad,943529897611399168,bradnthings,doritos needs to bring back the 3d doritos that were teal and sold in cans,943286716487565313
838,YvetteUrquieta,"@verkstealoe1997 Finally you subtweet something nice about me , fuck . 😂",943526590155075584,verkstealoe1997,But mostly love 😂😊💕,943410697358131200
839,hey_friend,@yellowcardigan Don’t subtweet me it’s rude,943526204103065602,yellowcardigan,"Always, always keep a copy of any recipe you make for your family, so that when they request it again you can make it again.",943525922078167040
840,Atrain1845,@BradleyUM2421 @steveglansberg2 Nothing like sending a subtweet when someone banned.. but hey do you bro https://t.co/bHR5IdKAAp,943525897247821829,steveglansberg2,Some guy named Brad man.,943451687842349066
841,lunchspecial69,@DaveFrknLoach Is this a subtweet,943523980522262529,DaveFrknLoach,"If I start having sex on New Year’s Eve at 11:59:59, I will bust at exactly midnight. I’m going to start the new year right.",943175353895456775
842,VeriPBM,@DiamondSarahx Nicer subtweet,943522269917253632,DiamondSarahx,Ich würde nachdenken das du deinen Freunden nicht von mir erzählen kannst Hahahaha😂🖕,943522046604128257
843,WolfieEthan,"@swiftiedolan “A tweet is when you shade,subtweet,and tweet and run” :)",943518037197672448,swiftiedolan,In my exam I had to explain what a tweet is please what am I doing with my life,943517820620550144
844,BYRD626,@hannahmepp hmmmmm this isn't a hard subtweet to crack 😂😂😂,943514598195548160,hannahmepp,if u have cankles or nasty chunky blonde highlights ur not allowed to insult how i look 👋🏼,943514471028453377
845,HowellMarkh127,@kayynikole we don’t wanna subtweet bout him 😂😂🤭 he might get jealous,943510323700617216,kayynikole,so now i can’t be friends with a guy without everyone saying we’re together lol.,943491861867622400
846,wednesdxyaddvms,"@mperry317 you can subtweet me with a line from a song you don’t even know, you can take the gift i gave you, and y… https://t.co/FWM6rTk6R4",943509751568195584,mperry317,I’ll still sing for you,943483617501700096
847,KatherineKml,@pattalacha do not subtweet my parents,943509740990189569,pattalacha,"why do parents always say they ran out of ""juice"" when their phone dies?",943172596622819328
848,sydney_asher,@fakesophiarobot Is this a margaret turner subtweet,943503652291072000,fakesophiarobot,Cincinnati culture is seeing grown ass adults wearing exclusively team Fiona shirts,943294447860813825
849,_activealmonds,@vexmark Nice Rosie subtweet.,943501906202173440,vexmark,Stop 👏 offering 👏 cash 👏 to 👏 lawmakers 👏 in 👏 exchange 👏 for 👏 votes 👏 unless 👏 you're 👏 a 👏 registered 👏 lobbyist,943500308944125952
850,alectric_,@glucosebiscuit it’s not a subtweet if you @ me,943501759183507456,glucosebiscuit,I feel sorry that this year I introduced my friends to a lot of shitty people and I don’t know how to reverse that,943501334950576128
851,TheChrisGeiger,@torqpenderloin don't subtweet me,943501333813972992,torqpenderloin,girls love a guy who carries his lunch around in a lululemon bag,943499954622029824
852,domonati0n,@miaaadanielle_ Good subtweet,943500403626344449,miaaadanielle_,I hate when people wake me up out my sleep only to talk for 2 seconds. Now i can’t go back to sleep🙄,943499779132227586
853,sammmfox,@rachgarb is this a subtweet,943494397722877953,rachgarb,You’d be surprised how many people mistake my profession - archivist - for archaeology.,943131491458076672
854,nweavz,@dubstep4dads Gonna subtweet my dad like that then step up and tag him @norm,943490954253754369,dubstep4dads,"me:

norm kelly, city councilor, wearing a supreme hoodie: y’all ever notice how ice cream machine at mcdonald always be 🅱️roke ?? LMAOOOO",943336300953743360
855,cantdancebryan,@LaurenGolden__ Wow way to subtweet me...,943490315348074496,LaurenGolden__,Stuck on subway platform with a woman talking way too loudly with vet office about her cat’s urinating problems.,943486169018454016
856,Lxbyan,@im4fng A-1 subtweet,943464097504530433,im4fng,When you don't even have to do anything to get people talking about you behind your back ☺. #DramaAlert,943463915626876934
857,svsiemcg,@c_jwm is this a @Maxtyler98 subtweet,943444197432025088,c_jwm,If you say you're 'wholesome' then you're probs not wholesome,943277513689755648
858,laurex1221,@lazyronstudios I personally like the romance category tweets. More specifically when you subtweet about someone lol,943435719342739456,lazyronstudios,"What are your favorite kind of tweets? 

RT if this isn't one 🤣",943373710232256513
859,KiiroNino,@hansuke22 Maybe because soraru didn't read mafu subtweet about him. . *use newly found old vocabulary* ヽ(^0^)ﾉ,943422279869853696,hansuke22,"i like how mafumafu was once obsessed with soraru. how even?
and now, they're buddy buddies",943410409494548481
860,yokey017,@tanhuiyi subtweet!,943414238516625408,tanhuiyi,Some tweeps’ comments are just... stupid.,943413489426612225
861,DaxterSpeed,@Kovanel Also don't subtweet,943378882194964481,Kovanel,Never thought I'd see William Shatner defending Umi from Makifags,943375288108322816
862,jmtwxoxo,@kajuana_marie @RobertG9123 is this a subtweet about you 🤔,943370185653731328,kajuana_marie,men will literally nut 45 seconds into sex and have the audacity to ask if you came. yeah i came to the wrong house,943021390835302401
863,brielisttags,@BellaMoonP Wait. Was this a subtweet? https://t.co/VVIChWKHx7,943370151478603777,BellaMoonP,Subtweets..... it works!  #ExtremeHolidayStressBusters,943369362689241088
864,bIacklions,@YOUDlAS dont subtweet me,943366366572302336,YOUDlAS,i like witnessing the exact moment someone deletes their tweets,943363947641663496
865,TastelessOne,"@0Teridax @BlacktusJack I am. As I said, I didn't even see Blacktus's tweet. I wouldn't subtweet him even if I did.",943365336354697216,0Teridax,how can anyone hate the room,943363779689107456
866,ivalician_mage,@the1janitor Just because you have an opinion does not mean you need to subtweet it. 😒,943362446605148160,the1janitor,just because you have an opinion does not mean you have to share it,943356835935019008
867,yourboyocean,"@dirak_ yeah you are, sorry about the subtweet",943357687810666497,dirak_,am i allowed to say im reading horimiya,943357611054895104
868,KevGoshdarn,@JoshuaConkel love a good prince of broadway subtweet,943357193885274112,JoshuaConkel,"I hate any commercial that is just a supercut of ""regular"" people singing into the camera.",943355503723327489
869,JasonCheathawks,@cmikesspinmove dont subtweet me,943352570109669376,cmikesspinmove,"Tom Cable may not be responsible for everything, and a lot of his hate is prolly lazy, but make no mistake, fire cable.",943351445562195968
870,boolinjesus,@SweatyAnimeMom *mandatory drybones subtweet*,943351788329226241,SweatyAnimeMom,time to continue watching boss baby,943348682942009344
871,jeremiah_fitz,@samrherrmann Wow did you just subtweet me? I'm honored.,943350195659722752,samrherrmann,"hey, guys. the original star wars films were imperfect too. you just didn't realize it because you were 6. it's about the magic.",943339210915893257
872,haannahhhhhhh,@Sarahstaplesss you don’t have to subtweet me like that ... just take it off social media &amp; text me about it fr 💯,943348778530111488,Sarahstaplesss,😴 on me while i'm 🆙 gettin' 💪🏼,943348004613967873
873,DownYellowSpam,"@midlevelpeach So are you gonna ask me to help run this or just subtweet me the entire time

@RyobeatPeach 👀👀👀👀👀👀",943343835127611392,midlevelpeach,"*misses dash back after upthrow and gets ftilt on Fox* 

“Yeah I’m like the only Peach that does this idk why no one explores this option”",943324144933928960
874,RobBlount,@Brandon_Paul51 I feel like this was a subtweet... https://t.co/6dhKqLAj6v,943342702762119168,Brandon_Paul51,Doby pitches the shutout and the #NHLBruins take four points in two nights. No complaints here!,943316819603001345
